,runtype,nranks,epcnt,intvl,pvtcnt,run,total_io_time,load_std
112,carp-suite-interepoch-nowrite,512,1,1,2048,11,33,0.541
105,carp-suite-interepoch-nowrite,512,1,3,2048,11,79,0.513
118,carp-suite-interepoch-nowrite,1024,1,1,512,12,18,0.335
111,carp-suite-interepoch-nowrite,1024,1,1,512,13,19,0.136
123,carp-suite-interepoch-nowrite,1024,1,1,512,14,17,0.239
119,carp-suite-interepoch-nowrite,1024,1,1,512,15,18,0.404
114,carp-suite-interepoch-nowrite,1024,1,1,2048,11,18,0.328
104,carp-suite-interepoch-nowrite,1024,1,3,2048,11,80,0.341
41,carp-suite-intraepoch-nowrite,128,6,750000,512,11,235,0.115
20,carp-suite-intraepoch-nowrite,128,6,750000,512,12,226,0.072
55,carp-suite-intraepoch-nowrite,128,6,750000,512,13,227,0.077
37,carp-suite-intraepoch-nowrite,128,6,750000,512,14,237,0.107
42,carp-suite-intraepoch-nowrite,128,6,750000,512,15,232,0.087
30,carp-suite-intraepoch-nowrite,128,6,750000,1024,11,234,0.048
53,carp-suite-intraepoch-nowrite,128,6,750000,2048,11,225,0.052
35,carp-suite-intraepoch-nowrite,128,6,1000000,512,11,223,0.038
18,carp-suite-intraepoch-nowrite,128,6,1000000,1024,11,223,0.066
23,carp-suite-intraepoch-nowrite,128,6,1000000,2048,11,224,0.056
52,carp-suite-intraepoch-nowrite,256,3,750000,512,11,106,0.071
39,carp-suite-intraepoch-nowrite,256,3,750000,512,12,100,0.076
50,carp-suite-intraepoch-nowrite,256,3,750000,512,13,100,0.085
22,carp-suite-intraepoch-nowrite,256,3,750000,512,14,94,0.083
43,carp-suite-intraepoch-nowrite,256,3,750000,512,15,104,0.091
36,carp-suite-intraepoch-nowrite,256,3,750000,1024,11,129,0.06
31,carp-suite-intraepoch-nowrite,256,3,750000,2048,11,110,0.057
28,carp-suite-intraepoch-nowrite,256,3,1000000,512,11,130,0.053
29,carp-suite-intraepoch-nowrite,256,3,1000000,1024,11,155,0.046
33,carp-suite-intraepoch-nowrite,256,3,1000000,2048,11,112,0.05
40,carp-suite-intraepoch-nowrite,512,1,750000,512,11,32,0.059
21,carp-suite-intraepoch-nowrite,512,1,750000,512,12,33,0.062
51,carp-suite-intraepoch-nowrite,512,1,750000,512,13,34,0.065
16,carp-suite-intraepoch-nowrite,512,1,750000,512,14,28,0.065
17,carp-suite-intraepoch-nowrite,512,1,750000,512,15,31,0.066
44,carp-suite-intraepoch-nowrite,512,1,750000,1024,11,90,0.295
27,carp-suite-intraepoch-nowrite,512,1,750000,2048,11,91,0.558
54,carp-suite-intraepoch-nowrite,512,1,1000000,512,11,94,0.463
45,carp-suite-intraepoch-nowrite,512,1,1000000,1024,11,92,0.577
34,carp-suite-intraepoch-nowrite,512,1,1000000,2048,11,89,0.467
26,carp-suite-intraepoch-nowrite,1024,1,750000,512,11,22,0.082
32,carp-suite-intraepoch-nowrite,1024,1,750000,512,12,21,0.067
24,carp-suite-intraepoch-nowrite,1024,1,750000,512,13,19,0.143
48,carp-suite-intraepoch-nowrite,1024,1,750000,512,14,19,0.062
46,carp-suite-intraepoch-nowrite,1024,1,750000,512,15,27,0.099
25,carp-suite-intraepoch-nowrite,1024,1,750000,1024,11,80,0.216
47,carp-suite-intraepoch-nowrite,1024,1,750000,2048,11,81,0.327
19,carp-suite-intraepoch-nowrite,1024,1,1000000,512,11,71,0.259
38,carp-suite-intraepoch-nowrite,1024,1,1000000,1024,11,79,0.304
49,carp-suite-intraepoch-nowrite,1024,1,1000000,2048,11,72,0.327
72,carp-suite-intraepoch-skipsort,128,6,750000,512,11,243,0.056
64,carp-suite-intraepoch-skipsort,128,6,750000,1024,11,223,0.042
78,carp-suite-intraepoch-skipsort,128,6,750000,2048,11,232,0.041
68,carp-suite-intraepoch-skipsort,128,6,1000000,512,11,222,0.044
56,carp-suite-intraepoch-skipsort,128,6,1000000,1024,11,225,0.043
58,carp-suite-intraepoch-skipsort,128,6,1000000,2048,11,240,0.045
77,carp-suite-intraepoch-skipsort,256,3,750000,512,11,155,0.095
69,carp-suite-intraepoch-skipsort,256,3,750000,1024,11,145,0.066
65,carp-suite-intraepoch-skipsort,256,3,750000,2048,11,121,0.043
62,carp-suite-intraepoch-skipsort,256,3,1000000,512,11,149,0.066
63,carp-suite-intraepoch-skipsort,256,3,1000000,1024,11,145,0.074
66,carp-suite-intraepoch-skipsort,256,3,1000000,2048,11,158,0.045
71,carp-suite-intraepoch-skipsort,512,1,750000,512,11,101,0.05
73,carp-suite-intraepoch-skipsort,512,1,750000,1024,11,72,0.554
61,carp-suite-intraepoch-skipsort,512,1,750000,2048,11,108,0.343
79,carp-suite-intraepoch-skipsort,512,1,1000000,512,11,67,0.317
74,carp-suite-intraepoch-skipsort,512,1,1000000,1024,11,86,0.571
67,carp-suite-intraepoch-skipsort,512,1,1000000,2048,11,67,0.527
60,carp-suite-intraepoch-skipsort,1024,1,750000,512,11,89,0.098
59,carp-suite-intraepoch-skipsort,1024,1,750000,1024,11,90,0.3
75,carp-suite-intraepoch-skipsort,1024,1,750000,2048,11,64,0.226
57,carp-suite-intraepoch-skipsort,1024,1,1000000,512,11,55,0.228
70,carp-suite-intraepoch-skipsort,1024,1,1000000,1024,11,67,0.299
76,carp-suite-intraepoch-skipsort,1024,1,1000000,2048,11,68,0.267
5,carp-suite-intrapoch-skipsort,128,6,1,512,12,224,0.037
10,carp-suite-intrapoch-skipsort,128,6,1,512,13,226,0.048
14,carp-suite-intrapoch-skipsort,128,6,1,512,14,227,0.036
6,carp-suite-intrapoch-skipsort,128,6,1,512,15,226,0.035
11,carp-suite-intrapoch-skipsort,256,3,1,512,12,143,0.05
1,carp-suite-intrapoch-skipsort,256,3,1,512,13,165,0.06
7,carp-suite-intrapoch-skipsort,256,3,1,512,14,134,0.047
2,carp-suite-intrapoch-skipsort,256,3,1,512,15,158,0.036
15,carp-suite-intrapoch-skipsort,512,1,1,512,12,82,0.325
3,carp-suite-intrapoch-skipsort,512,1,1,512,13,70,0.134
12,carp-suite-intrapoch-skipsort,512,1,1,512,14,67,0.151
0,carp-suite-intrapoch-skipsort,512,1,1,512,15,82,0.139
8,carp-suite-intrapoch-skipsort,1024,1,1,512,12,69,0.261
4,carp-suite-intrapoch-skipsort,1024,1,1,512,13,73,0.33
13,carp-suite-intrapoch-skipsort,1024,1,1,512,14,73,0.322
9,carp-suite-intrapoch-skipsort,1024,1,1,512,15,81,0.221
