,runtype,run,nranks,epcnt,intvl,pvtcnt,epoch1_wr_min,epoch1_wr_max,load_std,wr_dropped,epoch1_tmin,epoch1_tmax,max_fin_dura,total_io_time,epoch2_wr_min,epoch2_wr_max,epoch3_wr_min,epoch3_wr_max,epoch2_tmin,epoch2_tmax,epoch3_tmin,epoch3_tmax,epoch4_wr_min,epoch4_wr_max,epoch5_wr_min,epoch5_wr_max,epoch6_wr_min,epoch6_wr_max,epoch4_tmin,epoch4_tmax,epoch5_tmin,epoch5_tmax,epoch6_tmin,epoch6_tmax
104,carp-suite-interepoch-nowrite,11,1024,1,3,2048,171100,4099999,0.341,0,59804.0,74281.0,6592.552000000001,80873.86600000001,,,,,,,,,,,,,,,,,,,,
105,carp-suite-interepoch-nowrite,11,512,1,3,2048,203700,10500000,0.513,0,51969.0,61226.0,18478.093,79704.251,,,,,,,,,,,,,,,,,,,,
106,carp-suite-interepoch-nowrite,15,512,1,1,512,230200,9600000,0.433,0,31601.0,31807.0,1.951,31808.929,,,,,,,,,,,,,,,,,,,,
107,carp-suite-interepoch-nowrite,13,256,3,1,512,6100000,9400000,0.042,0,26998.0,27108.0,2.9250000000000003,82452.961,5900000.0,8300000.0,4500000.0,7200000.0,28359.0,28483.0,26665.0,26859.0,,,,,,,,,,,,
108,carp-suite-interepoch-nowrite,15,256,3,1,512,6100000,9700000,0.055,0,30286.0,30449.0,1.411,90880.832,6100000.0,9700000.0,6300000.0,9400000.0,30733.0,30844.0,29439.0,29587.0,,,,,,,,,,,,
109,carp-suite-interepoch-nowrite,11,128,6,1,2048,6200000,8400000,0.04,0,35284.0,35415.0,1.556,219455.95700000002,3500000.0,7100000.0,3400000.0,7200000.0,34786.0,34881.0,34772.0,34927.0,5100000.0,8300000.0,5600000.0,7900000.0,4800000.0,7600000.0,36603.0,36737.0,40242.0,40391.0,36948.0,37102.0
110,carp-suite-interepoch-nowrite,13,512,1,1,512,210800,10700000,0.514,0,32833.0,33073.0,2.2070000000000003,33075.097,,,,,,,,,,,,,,,,,,,,
111,carp-suite-interepoch-nowrite,13,1024,1,1,512,457900,4099999,0.136,0,18889.0,19089.0,4.816,19093.916,,,,,,,,,,,,,,,,,,,,
112,carp-suite-interepoch-nowrite,11,512,1,1,2048,183000,11500000,0.541,0,33572.0,33737.0,1.997,33739.222,,,,,,,,,,,,,,,,,,,,
113,carp-suite-interepoch-nowrite,12,128,6,1,512,6200000,7800000,0.037,0,35232.0,35358.0,0.6679999999999999,221441.134,5200000.0,7500000.0,6200000.0,8700000.0,35720.0,35893.0,37331.0,37406.0,6200000.0,7800000.0,5100000.0,7500000.0,6200000.0,8100000.0,36096.0,36298.0,38880.0,39085.0,37242.0,37400.0
114,carp-suite-interepoch-nowrite,11,1024,1,1,2048,184000,4200000,0.328,0,18401.0,18640.0,3.518,18643.471,,,,,,,,,,,,,,,,,,,,
115,carp-suite-interepoch-nowrite,15,128,6,1,512,5400000,7500000,0.05,0,37639.0,37720.0,0.795,218650.065,3800000.0,7100000.0,4600000.0,7300000.0,36048.0,36163.0,35485.0,35570.0,5500000.0,7600000.0,5600000.0,7600000.0,6200000.0,8700000.0,35655.0,35737.0,36212.0,36324.0,36984.0,37134.0
116,carp-suite-interepoch-nowrite,14,256,3,1,512,6200000,11100000,0.042,0,28441.0,28553.0,1.135,84988.76199999999,6200000.0,8500000.0,5600000.0,8100000.0,28303.0,28452.0,27796.0,27982.0,,,,,,,,,,,,
117,carp-suite-interepoch-nowrite,11,256,3,3,2048,6200000,9400000,0.055,0,32192.999999999996,32323.999999999996,22871.752,127212.01000000001,6200000.0,9400000.0,6200000.0,9400000.0,33304.0,33429.0,38460.0,38587.0,,,,,,,,,,,,
118,carp-suite-interepoch-nowrite,12,1024,1,1,512,156400,4500000,0.335,0,18081.0,18311.0,4.0200000000000005,18314.52,,,,,,,,,,,,,,,,,,,,
119,carp-suite-interepoch-nowrite,15,1024,1,1,512,99100,4800000,0.404,0,18275.0,18471.0,4.225,18475.522,,,,,,,,,,,,,,,,,,,,
120,carp-suite-interepoch-nowrite,13,128,6,1,512,6200000,8900000,0.035,0,36561.0,36633.0,4.398,218090.586,6200000.0,8300000.0,5400000.0,7700000.0,37204.0,37339.0,36738.0,36859.0,6200000.0,8100000.0,6200000.0,8000000.0,6300000.0,7800000.0,36799.0,36847.0,34996.0,35137.0,35104.0,35271.0
121,carp-suite-interepoch-nowrite,12,256,3,1,512,6200000,9300000,0.038,0,27212.0,27310.0,1.281,87533.455,5700000.0,8000000.0,5500000.0,8000000.0,29481.0,29621.0,30381.0,30601.0,,,,,,,,,,,,
122,carp-suite-interepoch-nowrite,14,512,1,1,512,202200,11900000,0.559,0,35141.0,35308.0,3.512,35311.465,,,,,,,,,,,,,,,,,,,,
123,carp-suite-interepoch-nowrite,14,1024,1,1,512,184400,4300000,0.239,0,17237.0,17455.0,4.3309999999999995,17459.819,,,,,,,,,,,,,,,,,,,,
124,carp-suite-interepoch-nowrite,14,128,6,1,512,3800000,7100000,0.043,0,35588.0,35708.0,0.9359999999999999,215788.131,4700000.0,7100000.0,6200000.0,8400000.0,35905.0,36052.0,36640.0,36812.0,4800000.0,7400000.0,5600000.0,7600000.0,6300000.0,8500000.0,35309.0,35388.0,35536.0,35692.0,36020.0,36136.0
125,carp-suite-interepoch-nowrite,11,128,6,3,2048,4400000,7400000,0.045,0,38830.0,38899.0,270.98499999999996,225397.017,4400000.0,7400000.0,4400000.0,7400000.0,37360.0,37474.0,36278.0,36385.0,6300000.0,8500000.0,6300000.0,8500000.0,6300000.0,8500000.0,37981.0,38148.0,36788.0,36899.0,37202.0,37321.0
126,carp-suite-interepoch-nowrite,11,256,3,1,2048,6100000,9200000,0.053,0,27365.0,27515.0,2.056,87448.652,6200000.0,9400000.0,5100000.0,8500000.0,31731.0,31903.0,27903.0,28029.0,,,,,,,,,,,,
127,carp-suite-interepoch-nowrite,12,512,1,1,512,206300,12700000,0.61,0,35963.0,36201.0,2.176,36202.71000000001,,,,,,,,,,,,,,,,,,,,
