,runtype,nranks,epcnt,intvl,pvtcnt,run,total_io_time,load_std
3,carp-suite-interepoch,128,6,1,512,31,226,0.038
2,carp-suite-interepoch,128,6,1,512,32,226,0.055
4,carp-suite-interepoch,128,6,1,512,33,225,0.037
14,carp-suite-interepoch,128,6,1,512,34,231,0.039
10,carp-suite-interepoch,256,3,1,512,31,295,0.047
8,carp-suite-interepoch,256,3,1,512,32,291,0.118
7,carp-suite-interepoch,256,3,1,512,33,287,0.06
0,carp-suite-interepoch,256,3,1,512,34,269,0.057
13,carp-suite-interepoch,512,1,1,512,31,237,0.427
5,carp-suite-interepoch,512,1,1,512,32,190,0.58
9,carp-suite-interepoch,512,1,1,512,33,178,0.476
6,carp-suite-interepoch,512,1,1,512,34,190,0.434
12,carp-suite-interepoch,1024,1,1,512,31,163,0.192
1,carp-suite-interepoch,1024,1,1,512,32,179,0.33
11,carp-suite-interepoch,1024,1,1,512,33,184,0.314
15,carp-suite-interepoch,1024,1,1,512,34,195,0.163
35,carp-suite-interepoch-nowrite,128,6,1,512,31,216,0.057
34,carp-suite-interepoch-nowrite,128,6,1,512,32,216,0.033
36,carp-suite-interepoch-nowrite,128,6,1,512,33,215,0.035
46,carp-suite-interepoch-nowrite,128,6,1,512,34,218,0.039
42,carp-suite-interepoch-nowrite,256,3,1,512,31,87,0.053
40,carp-suite-interepoch-nowrite,256,3,1,512,32,92,0.038
39,carp-suite-interepoch-nowrite,256,3,1,512,33,88,0.06
32,carp-suite-interepoch-nowrite,256,3,1,512,34,87,0.037
45,carp-suite-interepoch-nowrite,512,1,1,512,31,31,0.459
37,carp-suite-interepoch-nowrite,512,1,1,512,32,35,0.599
41,carp-suite-interepoch-nowrite,512,1,1,512,33,35,0.64
38,carp-suite-interepoch-nowrite,512,1,1,512,34,33,0.541
44,carp-suite-interepoch-nowrite,1024,1,1,512,31,17,0.296
33,carp-suite-interepoch-nowrite,1024,1,1,512,32,18,0.232
43,carp-suite-interepoch-nowrite,1024,1,1,512,33,18,0.265
47,carp-suite-interepoch-nowrite,1024,1,1,512,34,18,0.398
51,carp-suite-intraepoch-nowrite,128,6,750000,512,31,230,0.079
62,carp-suite-intraepoch-nowrite,128,6,750000,512,32,226,0.109
57,carp-suite-intraepoch-nowrite,128,6,750000,512,33,229,0.082
58,carp-suite-intraepoch-nowrite,128,6,750000,512,34,231,0.085
50,carp-suite-intraepoch-nowrite,256,3,750000,512,31,94,0.072
53,carp-suite-intraepoch-nowrite,256,3,750000,512,32,90,0.078
52,carp-suite-intraepoch-nowrite,256,3,750000,512,33,99,0.073
60,carp-suite-intraepoch-nowrite,256,3,750000,512,34,98,0.08
56,carp-suite-intraepoch-nowrite,512,1,750000,512,31,29,0.057
49,carp-suite-intraepoch-nowrite,512,1,750000,512,32,33,0.063
59,carp-suite-intraepoch-nowrite,512,1,750000,512,33,31,0.064
48,carp-suite-intraepoch-nowrite,512,1,750000,512,34,34,0.065
54,carp-suite-intraepoch-nowrite,1024,1,750000,512,31,21,0.098
61,carp-suite-intraepoch-nowrite,1024,1,750000,512,32,23,0.075
63,carp-suite-intraepoch-nowrite,1024,1,750000,512,33,23,0.065
55,carp-suite-intraepoch-nowrite,1024,1,750000,512,34,21,0.066
19,carp-suite-intrapoch-skipsort,128,6,1,512,31,230,0.053
18,carp-suite-intrapoch-skipsort,128,6,1,512,32,221,0.155
20,carp-suite-intrapoch-skipsort,128,6,1,512,33,418,0.036
30,carp-suite-intrapoch-skipsort,128,6,1,512,34,230,0.052
26,carp-suite-intrapoch-skipsort,256,3,1,512,31,226,0.056
24,carp-suite-intrapoch-skipsort,256,3,1,512,32,295,0.051
23,carp-suite-intrapoch-skipsort,256,3,1,512,33,336,0.055
16,carp-suite-intrapoch-skipsort,256,3,1,512,34,219,0.063
29,carp-suite-intrapoch-skipsort,512,1,1,512,31,181,0.237
21,carp-suite-intrapoch-skipsort,512,1,1,512,32,112,0.144
25,carp-suite-intrapoch-skipsort,512,1,1,512,33,178,0.173
22,carp-suite-intrapoch-skipsort,512,1,1,512,34,206,0.166
28,carp-suite-intrapoch-skipsort,1024,1,1,512,31,199,0.352
17,carp-suite-intrapoch-skipsort,1024,1,1,512,32,187,0.256
27,carp-suite-intrapoch-skipsort,1024,1,1,512,33,175,0.331
31,carp-suite-intrapoch-skipsort,1024,1,1,512,34,164,0.168
