,runtype,nranks,epcnt,intvl,pvtcnt,run,total_io_time,load_std
401,carp-suite-interepoch,32,12,1,512,16,953,0.057
443,carp-suite-interepoch,32,12,1,512,17,984,0.039
447,carp-suite-interepoch,32,12,1,512,18,957,0.13
438,carp-suite-interepoch,32,12,1,512,19,962,0.037
427,carp-suite-interepoch,32,12,1,512,20,970,0.055
408,carp-suite-interepoch,32,12,1,512,41,959,0.06
410,carp-suite-interepoch,32,12,1,512,42,986,0.031
387,carp-suite-interepoch,32,12,1,512,43,965,0.044
441,carp-suite-interepoch,32,12,1,512,44,949,0.054
366,carp-suite-interepoch,32,12,1,512,45,971,0.029
365,carp-suite-interepoch,64,12,1,512,16,635,0.036
431,carp-suite-interepoch,64,12,1,512,17,660,0.03
422,carp-suite-interepoch,64,12,1,512,18,647,0.03
377,carp-suite-interepoch,64,12,1,512,19,653,0.035
425,carp-suite-interepoch,64,12,1,512,41,637,0.034
435,carp-suite-interepoch,64,12,1,512,42,644,0.042
378,carp-suite-interepoch,64,12,1,512,43,641,0.032
403,carp-suite-interepoch,64,12,1,512,44,639,0.042
389,carp-suite-interepoch,64,12,1,512,45,638,0.037
395,carp-suite-interepoch,128,6,1,512,12,228,0.041
420,carp-suite-interepoch,128,6,1,512,13,231,0.037
430,carp-suite-interepoch,128,6,1,512,14,233,0.033
402,carp-suite-interepoch,128,6,1,512,15,228,0.077
381,carp-suite-interepoch,128,6,1,512,16,237,0.037
414,carp-suite-interepoch,128,6,1,512,17,228,0.044
369,carp-suite-interepoch,128,6,1,512,18,235,0.046
385,carp-suite-interepoch,128,6,1,512,19,231,0.044
434,carp-suite-interepoch,128,6,1,512,20,232,0.033
411,carp-suite-interepoch,128,6,1,512,41,228,0.036
376,carp-suite-interepoch,128,6,1,512,42,226,0.032
367,carp-suite-interepoch,128,6,1,512,43,230,0.037
429,carp-suite-interepoch,128,6,1,512,44,239,0.037
396,carp-suite-interepoch,128,6,1,512,45,229,0.05
384,carp-suite-interepoch,128,6,1,2048,11,231,0.04
437,carp-suite-interepoch,128,6,3,2048,11,227,0.05
423,carp-suite-interepoch,256,3,1,512,12,120,0.042
380,carp-suite-interepoch,256,3,1,512,13,130,0.059
405,carp-suite-interepoch,256,3,1,512,14,125,0.054
383,carp-suite-interepoch,256,3,1,512,15,119,0.061
391,carp-suite-interepoch,256,3,1,512,16,121,0.071
424,carp-suite-interepoch,256,3,1,512,17,134,0.052
398,carp-suite-interepoch,256,3,1,512,18,141,0.057
404,carp-suite-interepoch,256,3,1,512,19,131,0.035
440,carp-suite-interepoch,256,3,1,512,20,142,0.057
413,carp-suite-interepoch,256,3,1,512,41,110,0.059
375,carp-suite-interepoch,256,3,1,512,42,122,0.068
432,carp-suite-interepoch,256,3,1,512,43,149,0.07
416,carp-suite-interepoch,256,3,1,512,44,137,0.044
421,carp-suite-interepoch,256,3,1,512,45,124,0.054
442,carp-suite-interepoch,256,3,1,2048,11,131,0.048
409,carp-suite-interepoch,256,3,3,2048,11,131,0.056
444,carp-suite-interepoch,512,1,1,512,12,80,0.408
388,carp-suite-interepoch,512,1,1,512,13,54,0.477
426,carp-suite-interepoch,512,1,1,512,14,70,0.422
379,carp-suite-interepoch,512,1,1,512,15,64,0.515
382,carp-suite-interepoch,512,1,1,512,16,79,0.232
392,carp-suite-interepoch,512,1,1,512,17,76,0.556
399,carp-suite-interepoch,512,1,1,512,18,68,0.515
439,carp-suite-interepoch,512,1,1,512,19,79,0.258
371,carp-suite-interepoch,512,1,1,512,20,80,0.553
419,carp-suite-interepoch,512,1,1,512,41,58,0.468
436,carp-suite-interepoch,512,1,1,512,42,96,0.488
394,carp-suite-interepoch,512,1,1,512,43,68,0.53
373,carp-suite-interepoch,512,1,1,512,44,75,0.553
433,carp-suite-interepoch,512,1,1,512,45,67,0.484
393,carp-suite-interepoch,512,1,1,2048,11,79,0.29
370,carp-suite-interepoch,512,1,3,2048,11,86,0.577
417,carp-suite-interepoch,1024,1,1,512,12,74,0.347
390,carp-suite-interepoch,1024,1,1,512,13,75,0.257
428,carp-suite-interepoch,1024,1,1,512,14,79,0.276
418,carp-suite-interepoch,1024,1,1,512,15,79,0.15
415,carp-suite-interepoch,1024,1,1,512,16,82,0.323
374,carp-suite-interepoch,1024,1,1,512,17,72,0.317
386,carp-suite-interepoch,1024,1,1,512,18,87,0.349
397,carp-suite-interepoch,1024,1,1,512,19,70,0.318
372,carp-suite-interepoch,1024,1,1,512,20,81,0.318
446,carp-suite-interepoch,1024,1,1,512,41,56,0.239
445,carp-suite-interepoch,1024,1,1,512,42,58,0.34
412,carp-suite-interepoch,1024,1,1,512,43,88,0.297
407,carp-suite-interepoch,1024,1,1,512,44,57,0.388
406,carp-suite-interepoch,1024,1,1,512,45,83,0.228
400,carp-suite-interepoch,1024,1,1,2048,11,75,0.211
368,carp-suite-interepoch,1024,1,3,2048,11,80,0.325
474,carp-suite-interepoch-nowrite,32,12,1,512,16,922,0.028
498,carp-suite-interepoch-nowrite,32,12,1,512,17,947,0.066
500,carp-suite-interepoch-nowrite,32,12,1,512,18,940,0.03
494,carp-suite-interepoch-nowrite,32,12,1,512,19,932,0.028
488,carp-suite-interepoch-nowrite,32,12,1,512,20,951,0.271
448,carp-suite-interepoch-nowrite,64,12,1,512,16,618,0.034
491,carp-suite-interepoch-nowrite,64,12,1,512,17,625,0.03
484,carp-suite-interepoch-nowrite,64,12,1,512,18,631,0.037
455,carp-suite-interepoch-nowrite,64,12,1,512,19,613,0.03
469,carp-suite-interepoch-nowrite,128,6,1,512,12,221,0.037
483,carp-suite-interepoch-nowrite,128,6,1,512,13,218,0.035
490,carp-suite-interepoch-nowrite,128,6,1,512,14,215,0.043
475,carp-suite-interepoch-nowrite,128,6,1,512,15,218,0.05
458,carp-suite-interepoch-nowrite,128,6,1,512,16,218,0.042
479,carp-suite-interepoch-nowrite,128,6,1,512,17,218,0.048
450,carp-suite-interepoch-nowrite,128,6,1,512,18,219,0.051
462,carp-suite-interepoch-nowrite,128,6,1,512,19,214,0.035
492,carp-suite-interepoch-nowrite,128,6,1,512,20,216,0.035
461,carp-suite-interepoch-nowrite,128,6,1,2048,11,219,0.04
493,carp-suite-interepoch-nowrite,128,6,3,2048,11,225,0.045
485,carp-suite-interepoch-nowrite,256,3,1,512,12,87,0.038
457,carp-suite-interepoch-nowrite,256,3,1,512,13,82,0.042
477,carp-suite-interepoch-nowrite,256,3,1,512,14,84,0.042
460,carp-suite-interepoch-nowrite,256,3,1,512,15,90,0.055
466,carp-suite-interepoch-nowrite,256,3,1,512,16,84,0.038
486,carp-suite-interepoch-nowrite,256,3,1,512,17,84,0.042
471,carp-suite-interepoch-nowrite,256,3,1,512,18,93,0.052
476,carp-suite-interepoch-nowrite,256,3,1,512,19,87,0.072
496,carp-suite-interepoch-nowrite,256,3,1,512,20,94,0.038
497,carp-suite-interepoch-nowrite,256,3,1,2048,11,87,0.053
478,carp-suite-interepoch-nowrite,256,3,3,2048,11,127,0.055
499,carp-suite-interepoch-nowrite,512,1,1,512,12,36,0.61
464,carp-suite-interepoch-nowrite,512,1,1,512,13,33,0.514
487,carp-suite-interepoch-nowrite,512,1,1,512,14,35,0.559
456,carp-suite-interepoch-nowrite,512,1,1,512,15,31,0.433
459,carp-suite-interepoch-nowrite,512,1,1,512,16,35,0.593
467,carp-suite-interepoch-nowrite,512,1,1,512,17,40,0.581
472,carp-suite-interepoch-nowrite,512,1,1,512,18,32,0.507
495,carp-suite-interepoch-nowrite,512,1,1,512,19,30,0.348
452,carp-suite-interepoch-nowrite,512,1,1,512,20,30,0.371
468,carp-suite-interepoch-nowrite,512,1,1,2048,11,33,0.541
451,carp-suite-interepoch-nowrite,512,1,3,2048,11,79,0.513
481,carp-suite-interepoch-nowrite,1024,1,1,512,12,18,0.335
465,carp-suite-interepoch-nowrite,1024,1,1,512,13,19,0.136
489,carp-suite-interepoch-nowrite,1024,1,1,512,14,17,0.239
482,carp-suite-interepoch-nowrite,1024,1,1,512,15,18,0.404
480,carp-suite-interepoch-nowrite,1024,1,1,512,16,18,0.286
454,carp-suite-interepoch-nowrite,1024,1,1,512,17,17,0.293
463,carp-suite-interepoch-nowrite,1024,1,1,512,18,18,0.314
470,carp-suite-interepoch-nowrite,1024,1,1,512,19,17,0.261
453,carp-suite-interepoch-nowrite,1024,1,1,512,20,19,0.205
473,carp-suite-interepoch-nowrite,1024,1,1,2048,11,18,0.328
449,carp-suite-interepoch-nowrite,1024,1,3,2048,11,80,0.341
24,carp-suite-interpoch-skipsort,512,1,1,512,41,67,0.336
38,carp-suite-interpoch-skipsort,512,1,1,512,42,66,0.353
15,carp-suite-interpoch-skipsort,512,1,1,512,43,88,0.507
1,carp-suite-interpoch-skipsort,512,1,1,512,44,83,0.504
32,carp-suite-interpoch-skipsort,512,1,1,512,45,86,0.256
41,carp-suite-interpoch-skipsort,512,1,1,1024,41,57,0.482
36,carp-suite-interpoch-skipsort,512,1,1,1024,42,90,0.504
16,carp-suite-interpoch-skipsort,512,1,1,1024,43,107,0.544
3,carp-suite-interpoch-skipsort,512,1,1,1024,44,76,0.5
6,carp-suite-interpoch-skipsort,512,1,1,1024,45,69,0.554
26,carp-suite-interpoch-skipsort,512,1,1,2048,41,62,0.277
27,carp-suite-interpoch-skipsort,512,1,1,2048,42,68,0.284
5,carp-suite-interpoch-skipsort,512,1,1,2048,43,112,0.557
34,carp-suite-interpoch-skipsort,512,1,1,2048,44,90,0.319
2,carp-suite-interpoch-skipsort,512,1,1,2048,45,96,0.474
43,carp-suite-interpoch-skipsort,512,1,2,512,41,85,0.471
