,runtype,run,nranks,epcnt,intvl,pvtcnt,epoch1_wr_min,epoch1_wr_max,load_std,wr_dropped,epoch1_tmin,epoch1_tmax,max_fin_dura,total_io_time,epoch2_wr_min,epoch2_wr_max,epoch3_wr_min,epoch3_wr_max,epoch4_wr_min,epoch4_wr_max,epoch5_wr_min,epoch5_wr_max,epoch6_wr_min,epoch6_wr_max,epoch2_tmin,epoch2_tmax,epoch3_tmin,epoch3_tmax,epoch4_tmin,epoch4_tmax,epoch5_tmin,epoch5_tmax,epoch6_tmin,epoch6_tmax
139,carp-suite-intraepoch-skipsort,11,1024,1,1000000,2048,222500,3800000,0.267,0,41649.0,49538.0,18604.658,68142.588,,,,,,,,,,,,,,,,,,,,
140,carp-suite-intraepoch-skipsort,45,512,1,750000,2048,5600000,10500000,0.048,0,38974.0,49717.0,16721.412999999997,66438.216,,,,,,,,,,,,,,,,,,,,
141,carp-suite-intraepoch-skipsort,45,512,1,500000,2048,5100000,11200000,0.04,0,39421.0,41589.0,23581.983,65170.68000000001,,,,,,,,,,,,,,,,,,,,
142,carp-suite-intraepoch-skipsort,42,512,1,750000,512,1700000,8000000,0.056,0,58269.0,58453.0,14208.0,72661.272,,,,,,,,,,,,,,,,,,,,
143,carp-suite-intraepoch-skipsort,41,512,1,3000000,512,1800000,8800000,0.173,0,54575.0,60439.0,14736.107,75174.91200000001,,,,,,,,,,,,,,,,,,,,
144,carp-suite-intraepoch-skipsort,43,512,1,3000000,1024,3000000,8600000,0.198,0,65336.0,65519.00000000001,1576.621,67095.729,,,,,,,,,,,,,,,,,,,,
145,carp-suite-intraepoch-skipsort,43,512,1,3000000,64,31600,9200000,0.144,0,52547.0,52748.0,679.539,53427.204000000005,,,,,,,,,,,,,,,,,,,,
146,carp-suite-intraepoch-skipsort,41,512,1,500000,256,119400,8600000,0.063,0,53863.0,54086.0,18808.516,72894.867,,,,,,,,,,,,,,,,,,,,
147,carp-suite-intraepoch-skipsort,43,512,1,250000,1024,3100000,9600000,0.035,0,48493.0,48679.0,9615.403,58294.263999999996,,,,,,,,,,,,,,,,,,,,
148,carp-suite-intraepoch-skipsort,11,256,3,750000,512,5200000,12400000,0.095,0,33528.0,33893.0,39358.933,155262.427,5900000.0,12500000.0,3900000.0,13000000.0,,,,,,,35602.0,35917.0,45971.0,46094.0,,,,,,
149,carp-suite-intraepoch-skipsort,42,512,1,500000,128,194300,9700000,0.088,0,43845.0,44052.0,10470.995,54522.521,,,,,,,,,,,,,,,,,,,,
150,carp-suite-intraepoch-skipsort,45,512,1,3000000,64,157100,13100000,0.164,0,36312.0,37079.0,29666.187,66745.023,,,,,,,,,,,,,,,,,,,,
151,carp-suite-intraepoch-skipsort,42,512,1,3000000,256,418300,13000000,0.205,0,39624.0,56145.0,13536.777,69681.31999999999,,,,,,,,,,,,,,,,,,,,
152,carp-suite-intraepoch-skipsort,11,128,6,750000,2048,6200000,8300000,0.041,0,37285.0,37425.0,571.655,232468.642,6200000.0,8300000.0,6200000.0,8300000.0,6200000.0,8300000.0,6200000.0,8300000.0,6200000.0,8300000.0,37775.0,37963.0,39506.0,39612.0,37350.0,37471.0,37168.0,37323.0,41952.0,42103.0
153,carp-suite-intraepoch-skipsort,42,512,1,1000000,64,45500,14900000,0.138,0,39069.0,40487.0,29043.651,69531.058,,,,,,,,,,,,,,,,,,,,
154,carp-suite-intraepoch-skipsort,45,512,1,1000000,2048,5300000,9200000,0.052,0,59190.0,59398.0,8955.908000000001,68353.481,,,,,,,,,,,,,,,,,,,,
155,carp-suite-intraepoch-skipsort,41,512,1,3000000,256,201300,8500000,0.123,0,59220.0,59423.0,16981.749,76404.281,,,,,,,,,,,,,,,,,,,,
156,carp-suite-intraepoch-skipsort,43,512,1,1000000,2048,3600000,10900000,0.061,0,39829.0,43504.0,28254.654,71758.811,,,,,,,,,,,,,,,,,,,,
157,carp-suite-intraepoch-skipsort,43,512,1,500000,128,407400,9800000,0.089,0,61003.0,61192.0,15314.959,76506.829,,,,,,,,,,,,,,,,,,,,
158,carp-suite-intraepoch-skipsort,45,512,1,250000,2048,3800000,10000000,0.034,0,44808.0,44967.0,22709.828999999998,67676.782,,,,,,,,,,,,,,,,,,,,
159,carp-suite-intraepoch-skipsort,41,512,1,1000000,256,164600,10000000,0.077,0,36698.0,49430.0,28514.889,77944.607,,,,,,,,,,,,,,,,,,,,
160,carp-suite-intraepoch-skipsort,43,512,1,750000,128,47200,10800000,0.093,0,36278.0,37441.0,41069.920000000006,78511.29400000001,,,,,,,,,,,,,,,,,,,,
161,carp-suite-intraepoch-skipsort,41,512,1,750000,256,227000,8400000,0.072,0,36491.0,42330.0,33927.511000000006,76257.241,,,,,,,,,,,,,,,,,,,,
162,carp-suite-intraepoch-skipsort,11,512,1,1000000,512,316400,9800000,0.317,0,44565.0,51257.0,16097.623,67355.07800000001,,,,,,,,,,,,,,,,,,,,
163,carp-suite-intraepoch-skipsort,41,512,1,500000,64,126500,10400000,0.127,0,54146.0,54324.0,14266.864,68590.77,,,,,,,,,,,,,,,,,,,,
164,carp-suite-intraepoch-skipsort,44,512,1,3000000,512,2200000,8600000,0.241,0,36847.0,38491.0,31784.158000000003,70274.793,,,,,,,,,,,,,,,,,,,,
165,carp-suite-intraepoch-skipsort,45,512,1,1000000,128,138400,9300000,0.101,0,38152.0,51069.0,24038.207,75107.11,,,,,,,,,,,,,,,,,,,,
166,carp-suite-intraepoch-skipsort,44,512,1,500000,512,1700000,9000000,0.041,0,41535.0,43843.0,21682.159,65525.393,,,,,,,,,,,,,,,,,,,,
167,carp-suite-intraepoch-skipsort,45,512,1,250000,128,28600,10000000,0.087,0,46644.0,46801.0,21406.901,68207.848,,,,,,,,,,,,,,,,,,,,
168,carp-suite-intraepoch-skipsort,41,512,1,750000,512,1800000,9900000,0.058,0,38728.0,51609.0,16002.685,67612.095,,,,,,,,,,,,,,,,,,,,
169,carp-suite-intraepoch-skipsort,41,512,1,500000,128,175700,9300000,0.086,0,53221.0,53403.0,13935.451000000001,67338.06599999999,,,,,,,,,,,,,,,,,,,,
170,carp-suite-intraepoch-skipsort,44,512,1,1000000,2048,5200000,10900000,0.066,0,36141.0,41355.0,15386.159,56741.447,,,,,,,,,,,,,,,,,,,,
171,carp-suite-intraepoch-skipsort,42,512,1,250000,2048,4600000,8600000,0.023,0,56599.0,56810.0,15703.567,72513.465,,,,,,,,,,,,,,,,,,,,
172,carp-suite-intraepoch-skipsort,44,512,1,750000,256,207900,9900000,0.067,0,39018.0,46984.0,28909.915,75893.69499999999,,,,,,,,,,,,,,,,,,,,
173,carp-suite-intraepoch-skipsort,43,512,1,3000000,256,145200,8300000,0.098,0,39660.0,61658.0,13861.432,75519.284,,,,,,,,,,,,,,,,,,,,
