io_bytes,bw,runtime
,bs10m/write_b10m_ep1.fio
,bs10m/write_b10m_ep1.fio
,bs10m/write_b10m_ep3.fio
,bs10m/write_b10m_ep6.fio
,bs10m/write_b10m_ep9.fio
,bs10m/write_b10m_ep12.fio
,bs48m/write_b48m_ep1.fio
,bs48m/write_b48m_ep3.fio
,bs48m/write_b48m_ep6.fio
,bs48m/write_b48m_ep9.fio
,bs48m/write_b48m_ep12.fio
,bs372m/write_b372m_ep1.fio
,bs372m/write_b372m_ep3.fio
,bs372m/write_b372m_ep6.fio
,bs372m/write_b372m_ep9.fio
,bs372m/write_b372m_ep12.fio
bs10m/write_b10m_ep1.fio,198642237440,369091,525578
bs10m/write_b10m_ep3.fio,595926712320,914072,636667
,bs10m/write_b10m_ep6.fio
,bs10m/write_b10m_ep9.fio
,bs10m/write_b10m_ep12.fio
bs48m/write_b48m_ep1.fio,180388626432,842475,209099
bs48m/write_b48m_ep3.fio,592705486848,870114,665216
,bs48m/write_b48m_ep6.fio
,bs48m/write_b48m_ep9.fio
,bs48m/write_b48m_ep12.fio
bs372m/write_b372m_ep1.fio,199715979264,1302309,149761
bs372m/write_b372m_ep3.fio,599147937792,982325,595633
,bs372m/write_b372m_ep6.fio
