,runtype,run,nranks,epcnt,intvl,pvtcnt,epoch1_wr_min,epoch1_wr_max,epoch2_wr_min,epoch2_wr_max,epoch3_wr_min,epoch3_wr_max,epoch4_wr_min,epoch4_wr_max,epoch5_wr_min,epoch5_wr_max,epoch6_wr_min,epoch6_wr_max,epoch7_wr_min,epoch7_wr_max,epoch8_wr_min,epoch8_wr_max,epoch9_wr_min,epoch9_wr_max,epoch10_wr_min,epoch10_wr_max,epoch11_wr_min,epoch11_wr_max,epoch12_wr_min,epoch12_wr_max,load_std,wr_dropped,epoch1_tmin,epoch1_tmax,epoch2_tmin,epoch2_tmax,epoch3_tmin,epoch3_tmax,epoch4_tmin,epoch4_tmax,epoch5_tmin,epoch5_tmax,epoch6_tmin,epoch6_tmax,epoch7_tmin,epoch7_tmax,epoch8_tmin,epoch8_tmax,epoch9_tmin,epoch9_tmax,epoch10_tmin,epoch10_tmax,epoch11_tmin,epoch11_tmax,epoch12_tmin,epoch12_tmax,max_fin_dura,total_io_time
20,carp-suite,2,128,12,1000000,1024,4900000,10400000,4099999,8600000,4200000,8900000,4099999,8700000,5300000,8600000,4500000,7800000,4600000,9100000,3500000,9100000,4600000,8500000,5100000,8400000,4700000,8500000,6400000,8800000,0.035,0,42680.0,42813.0,53942.0,54153.0,56938.0,57074.0,57577.0,57726.0,55523.0,55727.0,55157.0,55241.0,54713.0,54781.0,54676.0,54730.0,57441.0,57683.0,54105.0,54324.0,53416.0,53540.0,53759.0,53868.0,474.337,652133.819
21,carp-suite,1,512,12,750000,1024,3000000,8900000,5000000,8000000,2900000,11800000,5100000,10000000,5600000,11900000,3700000,12000000,2700000,9500000,5900000,10000000,2800000,11800000,5900000,12600000,5300000,12800000,2400000,10400000,0.058,0,46850.0,46979.0,56801.0,57021.0,83983.0,84318.0,148232.0,148392.0,129265.99999999999,129475.0,127241.0,127451.0,131271.0,131446.0,116281.0,116379.0,110904.0,111093.0,101820.0,102070.0,128473.00000000001,128695.0,109744.0,109957.0,14725.121,1308002.6539999999
22,carp-suite,3,32,12,750000,2048,6200000,8000000,6300000,8000000,6200000,7700000,6300000,8400000,6200000,8000000,6300000,7800000,6300000,7800000,6200000,8900000,6200000,8000000,6200000,7800000,6300000,7900000,6300000,7900000,0.05,0,83891.0,83916.0,82613.0,82673.0,84599.0,84653.0,85090.0,85135.0,83565.0,83578.0,87598.0,87654.0,83803.0,83836.0,86022.0,86065.0,85257.0,85304.0,85441.0,85501.0,85312.0,85367.0,87307.0,87377.0,103.04299999999999,1021161.606
23,carp-suite,2,512,12,750000,2048,3800000,8000000,3700000,10300000,3400000,10000000,4500000,14400000,6100000,9700000,5800000,12700000,3000000,7400000,3700000,12400000,4200000,10900000,2900000,7800000,5600000,11200000,4900000,8100000,0.053,0,39131.0,45577.0,87916.0,94416.0,104378.0,104634.0,129031.0,129312.00000000001,123734.0,128162.0,133575.0,138001.0,124807.0,125007.0,135753.0,135934.0,126462.0,126691.0,118944.0,119145.0,115654.0,115863.0,115188.0,115507.0,1012.3580000000001,1379262.044
24,carp-suite,2,16,12,750000,2048,4600000,9100000,4900000,8700000,5900000,8000000,6300000,7200000,5800000,8100000,5700000,8199999,5700000,8199999,5700000,8199999,5900000,8400000,6300000,7100000,6300000,7500000,6300000,7500000,0.038,0,17230.0,17239.0,24472.0,24480.0,25728.0,25754.0,25354.0,25392.0,26606.0,26643.0,27670.0,27690.0,27491.0,27510.0,27489.0,27516.0,28160.0,28172.0,25704.0,25731.0,26316.0,26349.0,26326.0,26389.0,130.86100000000002,308996.583
25,carp-suite,1,128,12,750000,2048,5200000,9200000,4700000,8800000,4800000,8900000,4800000,9800000,5900000,8900000,4300000,9000000,4099999,8000000,5700000,7600000,4200000,9000000,3900000,8100000,5200000,8800000,4500000,8600000,0.049,0,50696.0,50793.0,53683.0,53770.0,53184.0,53289.0,57804.0,57931.0,59167.0,59300.0,58636.0,58718.0,58280.0,58334.0,56326.0,56415.0,56501.0,56626.0,57129.0,57278.0,58082.0,58273.0,53537.0,53643.0,453.852,674821.713
26,carp-suite,1,64,12,750000,2048,4200000,8400000,4700000,9700000,5700000,7700000,5400000,9500000,4099999,8700000,4500000,9900000,4200000,8500000,4099999,8500000,4900000,9800000,6000000,8500000,4500000,7600000,5800000,8000000,0.038,0,53616.0,53680.0,53596.0,53715.0,56639.0,56729.0,58413.0,58458.0,60918.0,60980.0,57483.0,57597.0,59087.0,59198.0,62925.0,62964.0,58220.0,58299.0,57049.0,57115.0,59927.0,60044.0,65245.99999999999,65544.0,167.714,704490.2590000001
27,carp-suite,3,64,12,1000000,1024,5400000,7400000,4000000,8700000,4099999,9300000,5400000,7700000,4300000,8300000,5100000,8000000,4900000,7500000,4300000,8100000,4300000,9700000,4800000,8400000,6000000,9000000,5200000,9800000,0.084,0,60450.0,60499.0,72870.0,72955.0,74425.0,74497.0,74546.0,74613.0,78477.0,78552.0,73236.0,73318.0,74432.0,74522.0,76051.0,76116.0,73868.0,73969.0,79007.0,79111.0,76014.0,76086.0,72930.0,73038.0,654.317,887929.677
28,carp-suite,2,64,12,1000000,2048,6100000,8199999,5500000,11000000,5300000,8199999,4400000,8199999,4600000,8700000,4200000,8500000,5100000,8100000,4800000,9600000,5100000,9200000,4099999,9800000,5000000,9900000,5200000,7700000,0.037,0,53973.0,54019.0,56707.0,56836.0,56668.0,56818.0,55918.0,56014.0,56642.0,56733.0,59391.0,59429.0,56565.0,56621.0,57206.0,57274.0,57617.0,57706.0,56493.0,56550.0,57872.0,57962.0,57942.0,58040.0,132.84,684136.1140000001
29,carp-suite,3,16,12,750000,1024,4300000,8900000,4800000,8500000,5700000,8000000,6200000,7900000,6000000,7900000,6200000,8000000,6200000,7700000,6300000,7700000,6200000,7900000,5500000,8600000,6300000,7700000,6100000,7800000,0.054,0,17852.0,17867.0,25568.0,25586.0,25421.0,25433.0,25036.0,25058.0,26210.0,26217.0,27302.0,27314.0,27122.0,27139.0,27460.0,27497.0,27512.0,27538.0,28621.0,28727.0,26787.0,26889.0,27335.0,27378.0,81.706,312725.582
