,runtype,run,nranks,epcnt,epoch1_wr_min,epoch1_wr_max,load_std,wr_dropped,epoch1_tmin,epoch1_tmax,max_fin_dura,total_io_time,epoch2_wr_min,epoch2_wr_max,epoch3_wr_min,epoch3_wr_max,epoch4_wr_min,epoch4_wr_max,epoch5_wr_min,epoch5_wr_max,epoch6_wr_min,epoch6_wr_max,epoch7_wr_min,epoch7_wr_max,epoch8_wr_min,epoch8_wr_max,epoch9_wr_min,epoch9_wr_max,epoch10_wr_min,epoch10_wr_max,epoch11_wr_min,epoch11_wr_max,epoch2_tmin,epoch2_tmax,epoch3_tmin,epoch3_tmax,epoch4_tmin,epoch4_tmax,epoch5_tmin,epoch5_tmax,epoch6_tmin,epoch6_tmax,epoch7_tmin,epoch7_tmax,epoch8_tmin,epoch8_tmax,epoch9_tmin,epoch9_tmax,epoch10_tmin,epoch10_tmax,epoch11_tmin,epoch11_tmax,epoch12_tmin,epoch12_tmax
62,dfs-ioonly,16,256,3,6500000,6500000,0,0,3680.0,23213.0,51775.781,138110.324,6500000.0,6500000.0,6500000.0,6500000.0,,,,,,,,,,,,,,,,,5667.0,29588.0,6182.0,33533.0,,,,,,,,,,,,,,,,,,
63,dfs-ioonly,18,128,6,6500000,6500000,0,0,6079.0,7015.0,25782.506,185648.566,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,,,,,,,,,,,6251.0,7384.0,5665.0,18580.0,5398.0,39907.0,5496.0,47105.0,5830.0,39874.0,,,,,,,,,,,,
64,dfs-ioonly,41,32,12,6500000,6500000,0,0,,,305.759,88167.629,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6397.0,7293.0,6490.0,7172.0,6417.0,7223.0,6154.0,7347.0,6270.0,7282.0,6265.0,7526.0,6378.0,7563.0,6196.0,7378.0,6478.0,7297.0,6129.0,7435.0,6256.0,7329.0
65,dfs-ioonly,17,64,12,6500000,6500000,0,0,,,18025.272999999997,143348.41499999998,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6481.0,7482.0,6196.0,7429.0,6341.0,7518.0,6411.0,7733.0,5872.0,9741.0,5903.0,9671.0,6070.0,9604.0,6085.0,13874.0,5828.0,15202.0,5586.0,15143.0,5976.0,14747.0
66,dfs-ioonly,20,32,12,6500000,6500000,0,0,,,1336.579,88784.156,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6416.0,7452.0,6141.0,7317.0,6378.0,7204.0,6256.0,7466.0,6382.0,7279.0,6349.0,7372.0,6260.0,7382.0,6529.0,7321.0,6421.0,7227.0,6295.0,7280.0,6421.0,7239.0
67,dfs-ioonly,15,1024,1,3300000,3300000,0,0,3077.0,70688.0,3232.433,73920.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,dfs-ioonly,41,1024,1,3300000,3300000,0,0,2997.0,43331.0,8350.823,51681.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,dfs-ioonly,16,512,1,6500000,6500000,0,0,5921.0,54670.0,19466.354,74135.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,dfs-ioonly,17,256,3,6500000,6500000,0,0,5551.0,19596.0,19441.485,187508.373,6500000.0,6500000.0,6500000.0,6500000.0,,,,,,,,,,,,,,,,,5073.0,75190.0,4913.0,73281.0,,,,,,,,,,,,,,,,,,
71,dfs-ioonly,19,128,6,6500000,6500000,0,0,5870.0,6993.0,18218.483,202985.83,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,,,,,,,,,,,6406.0,7506.0,5574.0,38955.0,5589.0,46916.0,5783.0,38034.0,5410.0,46364.0,,,,,,,,,,,,
72,dfs-ioonly,18,256,3,6500000,6500000,0,0,4663.0,25953.0,47336.365,177189.18600000002,6500000.0,6500000.0,6500000.0,6500000.0,,,,,,,,,,,,,,,,,5787.0,34619.0,5724.0,69281.0,,,,,,,,,,,,,,,,,,
73,dfs-ioonly,16,64,12,6500000,6500000,0,0,,,17631.986999999997,198020.49500000002,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6367.0,7541.0,6341.0,7288.0,6252.0,7275.0,6321.0,13083.0,6302.0,22404.0,5782.0,29956.0,6186.0,16190.000000000002,6102.0,18309.0,6217.0,15944.0,6030.0,18549.0,5949.0,16734.0
74,dfs-ioonly,45,1024,1,3300000,3300000,0,0,2905.0,62650.0,19273.123,81922.65000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,dfs-ioonly,45,64,12,6500000,6500000,0,0,,,5366.176,94602.887,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6476.0,7309.0,6286.0,7383.0,6270.0,7500.0,6206.0,7261.0,6249.0,7317.0,6254.0,7568.0,6423.0,7972.0,6417.0,7496.0,6351.0,7236.0,6408.0,7476.0,6177.0,7697.0
76,dfs-ioonly,11,128,6,6500000,6500000,0,0,5411.0,14349.0,17688.611999999997,186864.052,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,,,,,,,,,,,6143.0,12118.0,5628.0,28454.0,5300.0,40495.0,5188.0,38523.0,5560.0,35236.0,,,,,,,,,,,,
77,dfs-ioonly,17,512,1,6500000,6500000,0,0,5010.0,42592.0,21115.747,63707.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,dfs-ioonly,19,512,1,6500000,6500000,0,0,5794.0,41563.0,28418.174,69981.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,dfs-ioonly,11,1024,1,3300000,3300000,0,0,3066.0,54343.0,15959.326000000001,70302.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,network-suite,18,1024,1,3300000,3300000,0,0,12659.0,16991.0,138.19500000000002,17129.608999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,network-suite,13,128,6,6500000,6600000,0,0,32975.0,36733.0,113.62899999999999,213501.065,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,33721.0,35613.0,33031.0,35229.0,33384.0,35380.0,33335.0,34163.0,31118.0,36269.0,,,,,,,,,,,,
82,network-suite,20,64,12,6500000,6600000,0,0,,,49.152,616692.207,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,,,,,50813.0,51534.0,48637.0,50342.0,49383.0,50222.0,50008.0,52775.0,47278.0,50393.0,47188.0,51603.0,49314.0,51996.0
83,network-suite,12,256,3,6500000,6600000,0,0,24227.0,25909.0,113.69600000000001,79169.44200000001,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,,,,,,,23669.0,25683.0,24433.0,27464.0,,,,,,,,,,,,,,,,,,
84,network-suite,15,128,6,6500000,6600000,0,0,32737.000000000004,35145.0,94.654,212826.30800000002,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,32737.000000000004,35371.0,32299.0,34819.0,32943.0,35182.0,32961.0,35844.0,32939.0,36372.0,,,,,,,,,,,,
85,network-suite,12,1024,1,3300000,3300000,0,0,12567.0,15609.0,139.02200000000002,15747.533000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,network-suite,14,256,3,6500000,6600000,0,0,24162.0,26723.0,74.143,79005.263,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,,,,,,,24115.0,26611.0,23928.0,25598.0,,,,,,,,,,,,,,,,,,
87,network-suite,19,256,3,6500000,6600000,0,0,23555.0,25802.0,83.714,77377.675,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,,,,,,,23391.0,25908.0,23967.0,25584.0,,,,,,,,,,,,,,,,,,
88,network-suite,13,256,3,6500000,6600000,0,0,24547.0,26568.0,172.86499999999998,82224.63399999999,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,,,,,,,24153.0,26364.0,23604.0,29120.0,,,,,,,,,,,,,,,,,,
89,network-suite,14,128,6,6500000,6600000,0,0,32537.0,34968.0,100.194,212822.35499999998,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,34003.0,35329.0,33608.0,35500.0,33456.0,35331.0,32668.999999999996,35556.0,32851.0,36039.0,,,,,,,,,,,,
90,network-suite,11,512,1,6500000,6600000,0,0,24519.0,27129.0,104.152,27233.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,network-suite,17,128,6,6500000,6600000,0,0,33693.0,35952.0,66.854,214442.33500000002,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,33679.0,35875.0,32269.0,36181.0,32580.0,34731.0,33811.0,35398.0,32821.0,36239.0,,,,,,,,,,,,
92,network-suite,12,512,1,6500000,6600000,0,0,24671.0,26863.0,99.483,26962.809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,network-suite,16,128,6,6500000,6600000,0,0,33087.0,35789.0,37.92,213622.12600000002,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,32848.0,34228.0,33648.0,35850.0,33688.0,36999.0,32073.999999999996,34996.0,31561.0,35722.0,,,,,,,,,,,,
94,network-suite,19,32,12,6500000,6600000,0,0,,,9.673,927456.937,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,,,,,76733.0,76938.0,77876.0,80120.0,76121.0,76306.0,75058.0,75784.0,76153.0,76655.0,76924.0,77144.0,78813.0,79328.0
95,network-suite,16,32,12,6500000,6600000,0,0,,,14.604000000000001,934331.063,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,,,,,77118.0,78423.0,79057.0,79542.0,76884.0,77012.0,76335.0,77784.0,77653.0,78291.0,76350.0,76728.0,77074.0,77800.0
96,network-suite,20,512,1,6500000,6600000,0,0,24607.0,26840.0,95.876,26935.431999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,network-suite,15,256,3,6500000,6600000,0,0,23918.0,25361.0,122.20599999999999,78186.319,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,,,,,,,23403.0,26642.0,23617.0,26061.0,,,,,,,,,,,,,,,,,,
98,network-suite,17,32,12,6500000,6600000,0,0,,,6.472,932519.9720000001,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,,,,,77314.0,77676.0,76196.0,77549.0,77033.0,77624.0,77006.0,77588.0,76969.0,77966.0,77502.0,79666.0,75557.0,75780.0
99,network-suite,15,512,1,6500000,6600000,0,0,24284.0,26994.0,147.741,27142.081000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,network-suite,11,256,3,6500000,6600000,0,0,23957.0,25666.0,66.107,77978.82400000001,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,,,,,,,23682.0,26220.0,24240.0,26027.0,,,,,,,,,,,,,,,,,,
101,network-suite,20,128,6,6500000,6600000,0,0,32542.0,36025.0,46.608999999999995,213274.305,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,33017.0,35028.0,33107.0,35842.0,32702.0,35506.0,32552.999999999996,34832.0,33379.0,35995.0,,,,,,,,,,,,
102,network-suite,14,1024,1,3300000,3300000,0,0,12959.0,16376.999999999998,78.033,16454.647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,network-suite,19,64,12,6500000,6600000,0,0,,,23.967,615785.7749999999,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,,,,,49860.0,52315.0,49416.0,52713.0,48808.0,50889.0,49614.0,51115.0,49108.0,51395.0,48586.0,51103.0,50011.0,51120.0
104,network-suite,18,64,12,6500000,6600000,0,0,,,84.775,607243.9839999999,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,,,,,48432.0,51796.0,47632.0,51072.0,49544.0,51972.0,48235.0,50540.0,47948.0,49360.0,48664.0,50912.0,48821.0,51877.0
105,network-suite,18,32,12,6500000,6600000,0,0,,,11.988,922493.998,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,,,,,76940.0,77769.0,77162.0,77539.0,73929.0,74416.0,75832.0,76291.0,75290.0,75574.0,77697.0,77912.0,76816.0,77296.0
106,network-suite,16,1024,1,3300000,3300000,0,0,12776.0,16471.0,101.98100000000001,16573.422000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,network-suite,20,1024,1,3300000,3300000,0,0,12526.0,17681.0,140.879,17822.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,network-suite,17,1024,1,3300000,3300000,0,0,12384.0,19859.0,176.709,20035.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,network-suite,18,512,1,6500000,6600000,0,0,24853.0,27267.0,92.95100000000001,27360.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,network-suite,12,128,6,6500000,6600000,0,0,33725.0,37653.0,37.940000000000005,218985.775,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,33377.0,37292.0,32677.0,35709.0,33719.0,35132.0,33029.0,37378.0,33937.0,35784.0,,,,,,,,,,,,
111,network-suite,19,1024,1,3300000,3300000,0,0,15091.0,25909.0,160.77,26070.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,network-suite,13,1024,1,3300000,3300000,0,0,12405.0,14637.0,108.7,14745.722000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,network-suite,13,512,1,6500000,6600000,0,0,24430.0,28504.0,137.186,28640.810999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,network-suite,14,512,1,6500000,6600000,0,0,23769.0,27647.0,87.58,27734.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,network-suite,20,256,3,6500000,6600000,0,0,23634.0,25603.0,99.194,78928.851,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,,,,,,,23799.0,26488.0,24063.0,26738.0,,,,,,,,,,,,,,,,,,
116,network-suite,16,256,3,6500000,6600000,0,0,24008.0,25965.0,182.262,80843.575,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,,,,,,,24310.0,26388.0,23176.0,28308.0,,,,,,,,,,,,,,,,,,
117,network-suite,18,128,6,6500000,6600000,0,0,31699.0,36222.0,89.472,216294.975,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,33652.0,35860.0,34044.0,35396.0,34275.0,35668.0,33815.0,36044.0,32967.0,37016.0,,,,,,,,,,,,
118,network-suite,17,64,12,6500000,6600000,0,0,,,62.428,610167.3200000001,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,,,,,48040.0,49700.0,50856.0,51476.0,47889.0,49620.0,48953.0,49677.0,48659.0,52372.0,48536.0,50840.0,48119.0,49984.0
119,network-suite,20,32,12,6500000,6600000,0,0,,,10.175,931990.865,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,,,,,75678.0,76773.0,80452.0,81153.0,76408.0,77236.0,79139.0,79832.0,76420.0,77358.0,74960.0,75650.0,78339.0,78769.0
120,network-suite,15,1024,1,3300000,3300000,0,0,12645.0,19260.0,138.671,19398.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,network-suite,16,512,1,6500000,6600000,0,0,24188.0,27152.0,159.702,27311.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,network-suite,17,256,3,6500000,6600000,0,0,24051.0,26127.0,124.988,79552.65699999999,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,,,,,,,23364.0,25613.0,24402.0,27687.0,,,,,,,,,,,,,,,,,,
123,network-suite,19,128,6,6500000,6600000,0,0,32586.0,35168.0,57.711999999999996,212860.591,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,33812.0,36092.0,32075.000000000004,35024.0,32840.0,34515.0,33636.0,35257.0,34301.0,36746.0,,,,,,,,,,,,
124,network-suite,18,256,3,6500000,6600000,0,0,23205.0,25227.0,183.557,83639.62,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,,,,,,,23543.0,27420.0,23174.0,30809.0,,,,,,,,,,,,,,,,,,
125,network-suite,16,64,12,6500000,6600000,0,0,,,45.631,613336.206,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,,,,,48639.0,50208.0,48947.0,50558.0,47247.0,50889.0,47930.0,51170.0,49747.0,50521.0,49156.0,51060.0,49669.0,52070.0
126,network-suite,11,128,6,6500000,6600000,0,0,33135.0,35363.0,46.461000000000006,214607.897,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,33082.0,34885.0,33099.0,35425.0,33294.0,35624.0,33554.0,36581.0,34001.0,36683.0,,,,,,,,,,,,
127,network-suite,17,512,1,6500000,6600000,0,0,24707.0,27212.0,89.61800000000001,27301.554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,network-suite,19,512,1,6500000,6600000,0,0,24415.0,26965.0,106.247,27071.674000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,network-suite,11,1024,1,3300000,3300000,0,0,12257.0,18189.0,186.583,18375.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,dfs-reg-suite,18,1024,1,3300000,3300000,0,0,21956.0,53271.0,22346.461000000003,75617.65699999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,dfs-reg-suite,44,32,12,6500000,6600000,0,0,,,296.333,967499.6039999999,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,,,,,80760.0,81284.0,79496.0,80269.0,79803.0,80701.0,79666.0,80188.0,80950.0,81544.0,82327.0,82904.0,80851.0,81079.0
132,dfs-reg-suite,13,128,6,6500000,6600000,0,0,35609.0,37800.0,31548.519,268107.71499999997,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,36447.0,38772.0,39779.0,42383.0,36016.0,41352.0,34878.0,38215.0,35695.0,38037.0,,,,,,,,,,,,
133,dfs-reg-suite,45,128,6,6500000,6600000,0,0,35872.0,38377.0,4855.362999999999,249025.82799999998,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,35492.0,38508.0,34633.0,38029.0,36760.0,41650.0,36902.0,45042.0,40095.0,42565.0,,,,,,,,,,,,
134,dfs-reg-suite,43,256,3,6500000,6600000,0,0,26557.0,29389.0,32238.483000000004,127299.431,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,,,,,,,27024.0,29078.0,34161.0,36593.0,,,,,,,,,,,,,,,,,,
135,dfs-reg-suite,42,64,12,6500000,6600000,0,0,,,485.01,633495.239,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,,,,,50914.0,51656.0,51620.0,52726.0,51932.0,52761.0,50753.0,51432.0,49562.0,52751.0,51759.0,52333.0,49945.0,52316.0
136,dfs-reg-suite,20,64,12,6500000,6600000,0,0,,,703.74,638778.475,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,,,,,50823.0,52475.0,50806.0,53441.0,49978.0,53647.0,51992.0,52964.0,50833.0,53224.0,52120.0,54064.0,49343.0,53240.0
137,dfs-reg-suite,12,256,3,6500000,6600000,0,0,27140.0,28895.0,36516.368,127106.083,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,,,,,,,26913.0,28509.0,30710.0,33186.0,,,,,,,,,,,,,,,,,,
138,dfs-reg-suite,44,64,12,6500000,6600000,0,0,,,494.39,642887.517,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,,,,,50733.0,53868.0,51301.0,54976.0,51839.0,52464.0,50275.0,53260.0,50832.0,53673.0,51031.0,52747.0,53067.0,54204.0
139,dfs-reg-suite,15,128,6,6500000,6600000,0,0,35639.0,38320.0,762.644,233065.205,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,35775.0,38481.0,35805.0,38055.0,35751.0,37897.0,35849.0,37813.0,35749.0,41736.0,,,,,,,,,,,,
140,dfs-reg-suite,42,32,12,6500000,6600000,0,0,,,319.096,962451.721,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,,,,,79168.0,79600.0,79888.0,80782.0,78399.0,79724.0,78722.0,79292.0,79174.0,79495.0,79341.0,80112.0,84288.0,84604.0
141,dfs-reg-suite,12,1024,1,3300000,3300000,0,0,20888.0,50971.0,48325.409999999996,99296.835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,dfs-reg-suite,14,256,3,6500000,6600000,0,0,26429.0,28487.0,50793.028999999995,151646.12099999998,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,,,,,,,26745.0,28886.0,36425.0,43480.0,,,,,,,,,,,,,,,,,,
143,dfs-reg-suite,19,256,3,6500000,6600000,0,0,26569.0,29415.0,54945.411,145418.47999999998,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,,,,,,,26196.0,28654.0,28559.0,32404.000000000004,,,,,,,,,,,,,,,,,,
144,dfs-reg-suite,13,256,3,6500000,6600000,0,0,27555.0,29651.0,29070.471999999998,126122.226,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,,,,,,,26775.0,28487.0,34257.0,38914.0,,,,,,,,,,,,,,,,,,
145,dfs-reg-suite,44,512,1,6500000,6600000,0,0,40354.0,65053.0,26370.148,91422.98300000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,dfs-reg-suite,43,32,12,6500000,6600000,0,0,,,287.43800000000005,936464.063,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,,,,,77683.0,77836.0,77033.0,77641.0,79662.0,80185.0,76422.0,77248.0,78337.0,78999.0,77292.0,77726.0,77400.0,77590.0
147,dfs-reg-suite,14,128,6,6500000,6600000,0,0,35309.0,39248.0,14140.473,256668.602,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,36030.0,38656.0,35297.0,38505.0,36483.0,38288.0,35468.0,41462.0,41302.0,46369.0,,,,,,,,,,,,
148,dfs-reg-suite,11,512,1,6500000,6600000,0,0,48345.0,100956.0,1907.747,102863.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,dfs-reg-suite,17,128,6,6500000,6600000,0,0,36664.0,38999.0,2543.168,239967.77599999998,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,35927.0,39310.0,36372.0,38820.0,36001.0,39848.0,35287.0,38240.0,37503.0,42208.0,,,,,,,,,,,,
150,dfs-reg-suite,42,128,6,6500000,6600000,0,0,36413.0,39569.0,1171.155,234927.462,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,36209.0,38288.0,36386.0,38626.0,36831.0,38685.0,35876.0,38320.0,38084.0,40268.0,,,,,,,,,,,,
151,dfs-reg-suite,12,512,1,6500000,6600000,0,0,38976.0,59872.0,15154.644,75026.64199999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,dfs-reg-suite,16,128,6,6500000,6600000,0,0,35263.0,37488.0,5063.077,242917.652,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,,,35781.0,38112.0,36767.0,38619.0,37686.0,41198.0,39683.0,41539.0,38359.0,40899.0,,,,,,,,,,,,
