,runtype,run,nranks,epcnt,intvl,pvtcnt,epoch1_wr_min,epoch1_wr_max,epoch2_wr_min,epoch2_wr_max,epoch3_wr_min,epoch3_wr_max,epoch4_wr_min,epoch4_wr_max,epoch5_wr_min,epoch5_wr_max,epoch6_wr_min,epoch6_wr_max,epoch7_wr_min,epoch7_wr_max,epoch8_wr_min,epoch8_wr_max,epoch9_wr_min,epoch9_wr_max,epoch10_wr_min,epoch10_wr_max,epoch11_wr_min,epoch11_wr_max,epoch12_wr_min,epoch12_wr_max,load_std,wr_dropped,epoch1_tmin,epoch1_tmax,epoch2_tmin,epoch2_tmax,epoch3_tmin,epoch3_tmax,epoch4_tmin,epoch4_tmax,epoch5_tmin,epoch5_tmax,epoch6_tmin,epoch6_tmax,epoch7_tmin,epoch7_tmax,epoch8_tmin,epoch8_tmax,epoch9_tmin,epoch9_tmax,epoch10_tmin,epoch10_tmax,epoch11_tmin,epoch11_tmax,epoch12_tmin,epoch12_tmax,max_fin_dura,total_io_time
0,carp-suite-intraepoch-skipsort,16,64,12,1,512,5200000,8700000,4600000.0,7200000.0,6300000.0,7500000.0,6200000.0,7400000.0,6200000.0,7500000.0,6100000.0,7300000.0,6300000.0,7400000.0,6200000.0,7400000.0,6200000.0,7700000.0,6300000.0,7600000.0,6200000.0,7600000.0,6200000.0,7500000.0,0.033,0,52671.0,52723.0,51299.0,51319.0,54078.0,54141.0,51245.0,51275.0,53388.0,53423.0,52332.0,52355.0,51805.0,51881.0,54103.0,54279.0,51651.0,51771.0,52429.0,52534.0,53750.0,53866.0,51858.0,51923.0,162.59,631652.768
1,carp-suite-intraepoch-skipsort,45,32,12,1,512,6300000,7300000,6200000.0,8100000.0,3000000.0,8400000.0,6300000.0,7100000.0,6300000.0,7200000.0,6300000.0,7500000.0,1500000.0,10000000.0,6200000.0,7200000.0,5700000.0,7100000.0,4099999.0,8199999.0,6200000.0,7900000.0,6300000.0,7100000.0,0.024,0,81312.0,81360.0,76945.0,77038.0,78000.0,78104.0,78089.0,78134.0,77642.0,77690.0,75920.0,75991.0,79228.0,79299.0,79155.0,79213.0,77186.0,77230.0,79775.0,79825.0,78505.0,78550.0,78961.0,79008.0,87.89,941529.403
2,carp-suite-intraepoch-skipsort,43,128,6,1,512,4800000,7200000,4900000.0,7500000.0,6200000.0,8100000.0,4900000.0,7600000.0,5100000.0,7300000.0,6200000.0,8600000.0,,,,,,,,,,,,,0.046,0,36898.0,36986.0,37063.0,37150.0,36943.0,37037.0,36256.0,36350.0,36184.0,36309.0,38295.0,38427.0,,,,,,,,,,,,,653.5600000000001,222912.79
3,carp-suite-intraepoch-skipsort,18,128,6,1,512,6200000,8300000,5200000.0,7700000.0,6200000.0,8000000.0,5600000.0,7600000.0,4900000.0,8199999.0,6200000.0,8100000.0,,,,,,,,,,,,,0.039,0,37153.0,37260.0,36278.0,37056.0,37878.0,38668.0,37787.0,37903.0,36709.0,36885.0,36335.0,40517.0,,,,,,,,,,,,,1283.291,229570.88400000002
4,carp-suite-intraepoch-skipsort,20,512,1,1,512,1300000,7500000,,,,,,,,,,,,,,,,,,,,,,,0.078,0,49791.0,62765.0,,,,,,,,,,,,,,,,,,,,,,,367.995,63133.116
5,carp-suite-intraepoch-skipsort,20,1024,1,1,512,162200,4200000,,,,,,,,,,,,,,,,,,,,,,,0.052,0,63606.0,75514.0,,,,,,,,,,,,,,,,,,,,,,,16995.823,92510.273
6,carp-suite-intraepoch-skipsort,44,512,1,1,512,494900,7300000,,,,,,,,,,,,,,,,,,,,,,,0.161,0,44850.0,49190.0,,,,,,,,,,,,,,,,,,,,,,,12338.465,61528.064999999995
7,carp-suite-intraepoch-skipsort,17,1024,1,1,512,179800,4600000,,,,,,,,,,,,,,,,,,,,,,,0.347,0,46780.0,67341.0,,,,,,,,,,,,,,,,,,,,,,,1836.95,69178.138
8,carp-suite-intraepoch-skipsort,42,256,3,1,512,4600000,7600000,6000000.0,8300000.0,6200000.0,9700000.0,,,,,,,,,,,,,,,,,,,0.059,0,28817.0,29501.0,31045.0,31768.0,31596.0,31775.0,,,,,,,,,,,,,,,,,,,12658.758,105702.953
9,carp-suite-intraepoch-skipsort,42,128,6,1,512,4200000,7400000,6200000.0,8000000.0,3800000.0,7000000.0,5300000.0,7400000.0,6300000.0,8000000.0,6200000.0,8500000.0,,,,,,,,,,,,,0.044,0,36089.0,36208.0,37804.0,37929.0,37726.0,37889.0,35838.0,35975.0,36926.0,37010.0,38779.0,38882.0,,,,,,,,,,,,,196.073,224088.06999999998
