,runtype,nranks,epcnt,intvl,pvtcnt,run,total_io_time,load_std
58,carp-suite-intraepoch,1024,1,1000000,2048,1,55,0.37
50,carp-suite-intraepoch,1024,1,1000000,2048,2,52,0.34
26,carp-suite-intraepoch-nowrite,16,12,750000,2048,1,207,0.09
12,carp-suite-intraepoch-nowrite,16,12,750000,2048,2,207,0.054
18,carp-suite-intraepoch-nowrite,16,12,1000000,2048,1,210,0.102
20,carp-suite-intraepoch-nowrite,16,12,1000000,2048,2,210,0.042
6,carp-suite-intraepoch-nowrite,32,12,750000,2048,1,926,0.052
21,carp-suite-intraepoch-nowrite,32,12,750000,2048,2,917,0.055
19,carp-suite-intraepoch-nowrite,32,12,1000000,2048,1,912,0.059
9,carp-suite-intraepoch-nowrite,32,12,1000000,2048,2,919,0.073
13,carp-suite-intraepoch-nowrite,64,12,750000,2048,1,628,0.083
8,carp-suite-intraepoch-nowrite,64,12,750000,2048,2,632,0.117
24,carp-suite-intraepoch-nowrite,64,12,1000000,2048,1,623,0.069
15,carp-suite-intraepoch-nowrite,64,12,1000000,2048,2,626,0.078
7,carp-suite-intraepoch-nowrite,128,6,750000,2048,1,232,0.071
23,carp-suite-intraepoch-nowrite,128,6,750000,2048,2,228,0.105
25,carp-suite-intraepoch-nowrite,128,6,1000000,2048,1,232,0.083
5,carp-suite-intraepoch-nowrite,128,6,1000000,2048,2,231,0.084
11,carp-suite-intraepoch-nowrite,256,3,750000,2048,1,88,0.075
4,carp-suite-intraepoch-nowrite,256,3,750000,2048,2,103,0.056
10,carp-suite-intraepoch-nowrite,256,3,1000000,2048,1,88,0.078
29,carp-suite-intraepoch-nowrite,256,3,1000000,2048,2,100,0.289
27,carp-suite-intraepoch-nowrite,512,1,750000,2048,1,32,0.057
31,carp-suite-intraepoch-nowrite,512,1,750000,2048,2,35,0.055
28,carp-suite-intraepoch-nowrite,512,1,1000000,2048,1,32,0.122
17,carp-suite-intraepoch-nowrite,512,1,1000000,2048,2,30,0.056
14,carp-suite-intraepoch-nowrite,1024,1,750000,2048,1,21,0.044
16,carp-suite-intraepoch-nowrite,1024,1,750000,2048,2,22,0.068
30,carp-suite-intraepoch-nowrite,1024,1,1000000,2048,1,53,0.341
22,carp-suite-intraepoch-nowrite,1024,1,1000000,2048,2,56,0.591
75,carp-suite-intraepoch-skipsort,16,12,750000,2048,1,215,0.09
66,carp-suite-intraepoch-skipsort,16,12,750000,2048,2,215,0.057
62,carp-suite-intraepoch-skipsort,32,12,750000,2048,1,966,0.065
72,carp-suite-intraepoch-skipsort,32,12,750000,2048,2,1001,0.063
67,carp-suite-intraepoch-skipsort,64,12,750000,2048,1,651,0.085
64,carp-suite-intraepoch-skipsort,64,12,750000,2048,2,636,0.085
69,carp-suite-intraepoch-skipsort,64,12,1000000,2048,2,646,0.11
63,carp-suite-intraepoch-skipsort,128,6,750000,2048,1,235,0.084
74,carp-suite-intraepoch-skipsort,128,6,750000,2048,2,240,0.087
61,carp-suite-intraepoch-skipsort,128,6,1000000,2048,2,230,0.039
65,carp-suite-intraepoch-skipsort,256,3,750000,2048,1,109,0.07
60,carp-suite-intraepoch-skipsort,256,3,750000,2048,2,133,0.07
77,carp-suite-intraepoch-skipsort,256,3,1000000,2048,2,146,0.049
76,carp-suite-intraepoch-skipsort,512,1,750000,2048,1,59,0.05
79,carp-suite-intraepoch-skipsort,512,1,750000,2048,2,53,0.052
71,carp-suite-intraepoch-skipsort,512,1,1000000,2048,2,56,0.517
68,carp-suite-intraepoch-skipsort,1024,1,750000,2048,1,55,0.072
70,carp-suite-intraepoch-skipsort,1024,1,750000,2048,2,53,0.088
78,carp-suite-intraepoch-skipsort,1024,1,1000000,2048,1,53,0.3
73,carp-suite-intraepoch-skipsort,1024,1,1000000,2048,2,54,0.333
