,runtype,nranks,epcnt,intvl,pvtcnt,run,total_io_time,load_std
131,carp-suite-interepoch-nowrite,512,12,3,1024,7,701,0.61
144,carp-suite-interepoch-nowrite,512,12,3,1024,8,616,0.543
126,carp-suite-interepoch-nowrite,512,12,3,1024,9,705,0.537
143,carp-suite-interepoch-nowrite,512,12,3,2048,6,449,0.552
147,carp-suite-interepoch-nowrite,512,12,3,2048,7,661,0.558
140,carp-suite-interepoch-nowrite,512,12,3,2048,8,629,0.639
132,carp-suite-interepoch-nowrite,512,12,3,2048,9,689,0.563
120,carp-suite-interepoch-nowrite,512,12,4,512,7,672,0.66
148,carp-suite-interepoch-nowrite,512,12,4,512,8,653,0.56
128,carp-suite-interepoch-nowrite,512,12,4,512,9,682,0.299
149,carp-suite-interepoch-nowrite,512,12,4,1024,7,668,0.652
145,carp-suite-interepoch-nowrite,512,12,4,1024,8,636,0.558
151,carp-suite-interepoch-nowrite,512,12,4,1024,9,681,0.453
158,carp-suite-interepoch-nowrite,512,12,4,2048,7,639,0.562
139,carp-suite-interepoch-nowrite,512,12,4,2048,8,667,0.564
154,carp-suite-interepoch-nowrite,512,12,4,2048,9,705,0.658
2,carp-suite-intraepoch,512,12,750000,512,4,1429,0.073
18,carp-suite-intraepoch,512,12,750000,512,5,1417,0.055
20,carp-suite-intraepoch,512,12,750000,512,6,1533,0.064
23,carp-suite-intraepoch,512,12,750000,1024,4,1423,0.07
12,carp-suite-intraepoch,512,12,750000,1024,5,1355,0.065
21,carp-suite-intraepoch,512,12,750000,1024,6,1570,0.048
19,carp-suite-intraepoch,512,12,750000,1024,7,1215,0.043
15,carp-suite-intraepoch,512,12,750000,1024,8,1381,0.06
3,carp-suite-intraepoch,512,12,750000,1024,9,1402,0.05
24,carp-suite-intraepoch,512,12,750000,2048,4,1235,0.087
30,carp-suite-intraepoch,512,12,750000,2048,5,1319,0.031
10,carp-suite-intraepoch,512,12,750000,2048,6,1415,0.063
11,carp-suite-intraepoch,512,12,750000,2048,7,1364,0.056
22,carp-suite-intraepoch,512,12,750000,2048,8,1348,0.086
27,carp-suite-intraepoch,512,12,750000,2048,9,1386,0.065
5,carp-suite-intraepoch,512,12,1000000,512,4,1226,0.072
32,carp-suite-intraepoch,512,12,1000000,512,5,1349,0.108
31,carp-suite-intraepoch,512,12,1000000,512,6,1366,0.063
0,carp-suite-intraepoch,512,12,1000000,1024,4,1418,0.067
14,carp-suite-intraepoch,512,12,1000000,1024,5,1260,0.04
25,carp-suite-intraepoch,512,12,1000000,1024,6,1424,0.07
29,carp-suite-intraepoch,512,12,1000000,1024,7,1268,0.07
7,carp-suite-intraepoch,512,12,1000000,1024,8,1267,0.049
6,carp-suite-intraepoch,512,12,1000000,1024,9,1319,0.071
4,carp-suite-intraepoch,512,12,1000000,2048,4,1252,0.072
13,carp-suite-intraepoch,512,12,1000000,2048,5,1312,0.085
16,carp-suite-intraepoch,512,12,1000000,2048,6,1304,0.055
17,carp-suite-intraepoch,512,12,1000000,2048,7,1380,0.072
9,carp-suite-intraepoch,512,12,1000000,2048,8,1396,0.058
8,carp-suite-intraepoch,512,12,1000000,2048,9,1372,0.054
28,carp-suite-intraepoch,512,12,1500000,512,7,1022,0.097
26,carp-suite-intraepoch,512,12,2000000,512,7,1332,0.081
1,carp-suite-intraepoch,512,12,3000000,512,7,1373,0.117
38,carp-suite-intraepoch-nowrite,512,12,750000,512,4,389,0.07
64,carp-suite-intraepoch-nowrite,512,12,750000,512,5,399,0.056
67,carp-suite-intraepoch-nowrite,512,12,750000,512,6,411,0.09
86,carp-suite-intraepoch-nowrite,512,12,750000,1024,4,382,0.068
53,carp-suite-intraepoch-nowrite,512,12,750000,1024,5,395,0.049
74,carp-suite-intraepoch-nowrite,512,12,750000,1024,6,424,0.045
89,carp-suite-intraepoch-nowrite,512,12,750000,2048,4,402,0.043
99,carp-suite-intraepoch-nowrite,512,12,750000,2048,5,433,0.06
52,carp-suite-intraepoch-nowrite,512,12,750000,2048,6,396,0.056
44,carp-suite-intraepoch-nowrite,512,12,1000000,512,4,390,0.086
104,carp-suite-intraepoch-nowrite,512,12,1000000,512,5,401,0.082
103,carp-suite-intraepoch-nowrite,512,12,1000000,512,6,407,0.075
34,carp-suite-intraepoch-nowrite,512,12,1000000,1024,4,404,0.04
57,carp-suite-intraepoch-nowrite,512,12,1000000,1024,5,407,0.056
90,carp-suite-intraepoch-nowrite,512,12,1000000,1024,6,429,0.054
43,carp-suite-intraepoch-nowrite,512,12,1000000,2048,4,400,0.068
54,carp-suite-intraepoch-nowrite,512,12,1000000,2048,5,422,0.062
60,carp-suite-intraepoch-nowrite,512,12,1000000,2048,6,390,0.047
41,carp-suite-intraepoch-nowrite,512,12,1500000,512,4,374,0.042
40,carp-suite-intraepoch-nowrite,512,12,1500000,512,5,483,0.093
102,carp-suite-intraepoch-nowrite,512,12,1500000,512,6,476,0.101
95,carp-suite-intraepoch-nowrite,512,12,1500000,512,7,537,0.085
51,carp-suite-intraepoch-nowrite,512,12,1500000,512,8,524,0.08
72,carp-suite-intraepoch-nowrite,512,12,1500000,512,9,470,0.137
36,carp-suite-intraepoch-nowrite,512,12,1500000,1024,4,379,0.057
87,carp-suite-intraepoch-nowrite,512,12,1500000,1024,5,497,0.117
71,carp-suite-intraepoch-nowrite,512,12,1500000,1024,6,489,0.057
65,carp-suite-intraepoch-nowrite,512,12,1500000,1024,7,507,0.082
42,carp-suite-intraepoch-nowrite,512,12,1500000,1024,8,498,0.109
93,carp-suite-intraepoch-nowrite,512,12,1500000,1024,9,506,0.089
82,carp-suite-intraepoch-nowrite,512,12,1500000,2048,4,382,0.082
79,carp-suite-intraepoch-nowrite,512,12,1500000,2048,5,482,0.096
63,carp-suite-intraepoch-nowrite,512,12,1500000,2048,6,468,0.116
73,carp-suite-intraepoch-nowrite,512,12,1500000,2048,7,495,0.073
68,carp-suite-intraepoch-nowrite,512,12,1500000,2048,8,513,0.056
83,carp-suite-intraepoch-nowrite,512,12,1500000,2048,9,482,0.109
46,carp-suite-intraepoch-nowrite,512,12,2000000,512,4,365,0.153
39,carp-suite-intraepoch-nowrite,512,12,2000000,512,5,475,0.094
56,carp-suite-intraepoch-nowrite,512,12,2000000,512,6,483,0.082
91,carp-suite-intraepoch-nowrite,512,12,2000000,512,7,480,0.103
70,carp-suite-intraepoch-nowrite,512,12,2000000,512,8,488,0.049
98,carp-suite-intraepoch-nowrite,512,12,2000000,512,9,497,0.131
101,carp-suite-intraepoch-nowrite,512,12,2000000,1024,4,383,0.09
76,carp-suite-intraepoch-nowrite,512,12,2000000,1024,5,495,0.083
78,carp-suite-intraepoch-nowrite,512,12,2000000,1024,6,513,0.149
69,carp-suite-intraepoch-nowrite,512,12,2000000,1024,7,514,0.271
48,carp-suite-intraepoch-nowrite,512,12,2000000,1024,8,486,0.122
80,carp-suite-intraepoch-nowrite,512,12,2000000,1024,9,487,0.13
66,carp-suite-intraepoch-nowrite,512,12,2000000,2048,4,430,0.127
61,carp-suite-intraepoch-nowrite,512,12,2000000,2048,5,517,0.133
35,carp-suite-intraepoch-nowrite,512,12,2000000,2048,6,490,0.286
96,carp-suite-intraepoch-nowrite,512,12,2000000,2048,7,508,0.225
75,carp-suite-intraepoch-nowrite,512,12,2000000,2048,8,481,0.066
100,carp-suite-intraepoch-nowrite,512,12,2000000,2048,9,499,0.102
77,carp-suite-intraepoch-nowrite,512,12,3000000,512,4,502,0.097
33,carp-suite-intraepoch-nowrite,512,12,3000000,512,5,495,0.171
88,carp-suite-intraepoch-nowrite,512,12,3000000,512,6,490,0.317
37,carp-suite-intraepoch-nowrite,512,12,3000000,512,7,512,0.101
50,carp-suite-intraepoch-nowrite,512,12,3000000,512,8,518,0.145
49,carp-suite-intraepoch-nowrite,512,12,3000000,512,9,496,0.111
59,carp-suite-intraepoch-nowrite,512,12,3000000,1024,4,508,0.124
85,carp-suite-intraepoch-nowrite,512,12,3000000,1024,5,490,0.158
81,carp-suite-intraepoch-nowrite,512,12,3000000,1024,6,505,0.204
47,carp-suite-intraepoch-nowrite,512,12,3000000,1024,7,559,0.37
45,carp-suite-intraepoch-nowrite,512,12,3000000,1024,8,513,0.224
97,carp-suite-intraepoch-nowrite,512,12,3000000,1024,9,500,0.119
58,carp-suite-intraepoch-nowrite,512,12,3000000,2048,4,497,0.217
55,carp-suite-intraepoch-nowrite,512,12,3000000,2048,5,486,0.223
62,carp-suite-intraepoch-nowrite,512,12,3000000,2048,6,526,0.208
94,carp-suite-intraepoch-nowrite,512,12,3000000,2048,7,503,0.149
84,carp-suite-intraepoch-nowrite,512,12,3000000,2048,8,500,0.273
92,carp-suite-intraepoch-nowrite,512,12,3000000,2048,9,506,0.156
109,carp-suite-intraepoch-skipsort,512,12,1500000,512,7,1415,0.074
105,carp-suite-intraepoch-skipsort,512,12,1500000,1024,7,1444,0.05
107,carp-suite-intraepoch-skipsort,512,12,1500000,2048,7,1327,0.104
108,carp-suite-intraepoch-skipsort,512,12,2000000,512,7,1387,0.064
106,carp-suite-intraepoch-skipsort,512,12,2000000,1024,7,1338,0.087
