,runtype,run,nranks,epcnt,intvl,pvtcnt,epoch1_wr_min,epoch1_wr_max,epoch2_wr_min,epoch2_wr_max,epoch3_wr_min,epoch3_wr_max,epoch4_wr_min,epoch4_wr_max,epoch5_wr_min,epoch5_wr_max,epoch6_wr_min,epoch6_wr_max,load_std,wr_dropped,epoch1_tmin,epoch1_tmax,epoch2_tmin,epoch2_tmax,epoch3_tmin,epoch3_tmax,epoch4_tmin,epoch4_tmax,epoch5_tmin,epoch5_tmax,epoch6_tmin,epoch6_tmax,max_fin_dura,total_io_time
18,carp-suite-intraepoch-nowrite,11,256,3,750000,2048,6200000,9300000,6200000.0,9300000.0,6200000.0,9300000.0,,,,,,,0.054,0,29897.0,30020.0,32164.0,32347.0,32493.000000000004,32791.0,,,,,,,26255.085000000003,121413.737
19,carp-suite-intraepoch-nowrite,1,1024,1,1000000,512,98400,4200000,,,,,,,,,,,0.219,0,45606.0,71363.0,,,,,,,,,,,19091.181,90454.666
20,carp-suite-intraepoch-nowrite,1,512,1,750000,1024,202200,11300000,,,,,,,,,,,0.55,0,65284.00000000001,74614.0,,,,,,,,,,,34741.383,109355.10100000001
21,carp-suite-intraepoch-nowrite,11,128,6,750000,512,4000000,12600000,4700000.0,9900000.0,4400000.0,11400000.0,5900000.0,11100000.0,5800000.0,10000000.0,4000000.0,13400000.0,0.108,0,35569.0,35677.0,37100.0,37251.0,39928.0,40076.0,40456.0,40625.0,38340.0,38510.0,38956.0,39138.0,1.1219999999999999,231278.166
22,carp-suite-intraepoch-nowrite,1,256,3,1000000,2048,6200000,9200000,6200000.0,9200000.0,6200000.0,9200000.0,,,,,,,0.052,0,29016.0,29129.0,32929.0,33062.0,34064.0,34203.0,,,,,,,43657.496,140051.38400000002
23,carp-suite-intraepoch-nowrite,11,128,6,1000000,1024,6200000,8199999,6200000.0,8199999.0,6200000.0,8199999.0,6200000.0,8199999.0,6200000.0,8199999.0,6200000.0,8199999.0,0.039,0,37752.0,37882.0,37255.0,37366.0,39936.0,40019.0,41920.0,42077.0,37697.0,37864.0,38061.0,38247.0,2384.703,235840.396
24,carp-suite-intraepoch-nowrite,1,128,6,1000000,512,4700000,7500000,4700000.0,7500000.0,4700000.0,7500000.0,4700000.0,7500000.0,4700000.0,7500000.0,4700000.0,7500000.0,0.042,0,36103.0,36177.0,36554.0,36668.0,36789.0,36882.0,36836.0,36956.0,36632.0,36752.0,36617.0,36723.0,686.261,220843.423
25,carp-suite-intraepoch-nowrite,1,512,1,1000000,1024,188600,11300000,,,,,,,,,,,0.5,0,46068.0,53249.0,,,,,,,,,,,12312.606,65561.882
26,carp-suite-intraepoch-nowrite,1,256,3,750000,2048,5900000,8400000,5900000.0,8400000.0,5900000.0,8400000.0,,,,,,,0.053,0,29768.0,29935.0,32864.0,33099.0,52071.0,52248.0,,,,,,,31739.454999999998,147021.14800000002
27,carp-suite-intraepoch-nowrite,11,512,1,1000000,1024,196900,12500000,,,,,,,,,,,0.504,0,68914.0,79146.0,,,,,,,,,,,18069.818000000003,97216.172
28,carp-suite-intraepoch-nowrite,11,512,1,1000000,2048,201000,11000000,,,,,,,,,,,0.533,0,47519.0,52122.0,,,,,,,,,,,24643.693,76766.148
29,carp-suite-intraepoch-nowrite,11,256,3,750000,1024,6200000,9500000,6200000.0,9500000.0,6200000.0,9500000.0,,,,,,,0.059,0,33200.0,33368.0,31705.0,31937.0,35086.0,37074.0,,,,,,,58061.748,160440.68300000002
30,carp-suite-intraepoch-nowrite,1,1024,1,750000,2048,175500,4099999,,,,,,,,,,,0.345,0,48058.0,65218.0,,,,,,,,,,,20194.102000000003,85412.048
31,carp-suite-intraepoch-nowrite,11,128,6,750000,2048,5900000,8100000,5900000.0,8100000.0,5900000.0,8100000.0,5900000.0,8100000.0,5900000.0,8100000.0,5900000.0,8100000.0,0.04,0,39996.0,40100.0,37635.0,37857.0,38837.0,38926.0,37979.0,38164.0,38259.0,38380.0,37758.0,37914.0,982.917,232323.612
32,carp-suite-intraepoch-nowrite,11,512,1,1000000,512,216900,11900000,,,,,,,,,,,0.576,0,43962.0,44204.0,,,,,,,,,,,10552.780999999999,54756.342
33,carp-suite-intraepoch-nowrite,1,512,1,750000,512,1800000,10400000,,,,,,,,,,,0.057,0,30064.0,30271.0,,,,,,,,,,,2.097,30272.963
34,carp-suite-intraepoch-nowrite,1,128,6,1000000,1024,5100000,7800000,5100000.0,7800000.0,5100000.0,7800000.0,5100000.0,7800000.0,5100000.0,7800000.0,5100000.0,7800000.0,0.043,0,35452.0,35569.0,38362.0,38490.0,36025.0,36130.0,38442.0,38558.0,36155.0,36311.0,36403.0,36595.0,308.589,221962.996
35,carp-suite-intraepoch-nowrite,1,256,3,750000,1024,5800000,8400000,5800000.0,8400000.0,5800000.0,8400000.0,,,,,,,0.043,0,32287.999999999996,32448.999999999996,31864.0,32253.0,32758.000000000004,33195.0,,,,,,,26477.823,124374.88399999999
36,carp-suite-intraepoch-nowrite,1,256,3,1000000,1024,6200000,9700000,6200000.0,9700000.0,6200000.0,9700000.0,,,,,,,0.061,0,32195.999999999996,32347.0,33018.0,34962.0,32931.0,44468.0,,,,,,,32743.915999999997,144521.344
37,carp-suite-intraepoch-nowrite,1,1024,1,1000000,1024,181300,4300000,,,,,,,,,,,0.377,0,44789.0,53230.0,,,,,,,,,,,8151.080999999999,61380.725
38,carp-suite-intraepoch-nowrite,1,512,1,1000000,512,262600,10400000,,,,,,,,,,,0.385,0,58817.0,66300.0,,,,,,,,,,,40008.415,106308.59
39,carp-suite-intraepoch-nowrite,1,128,6,750000,1024,6200000,8100000,6200000.0,8100000.0,6200000.0,8100000.0,6200000.0,8100000.0,6200000.0,8100000.0,6200000.0,8100000.0,0.039,0,37166.0,37302.0,40192.0,40306.0,38003.0,38093.0,38045.0,38148.0,37962.0,38132.0,38181.0,38351.0,230.652,230560.69400000002
40,carp-suite-intraepoch-nowrite,11,256,3,750000,512,6100000,12900000,4099999.0,10000000.0,3300000.0,9500000.0,,,,,,,0.136,0,28029.0,28191.0,28548.0,28710.0,32619.0,32820.0,,,,,,,1.601,89721.765
41,carp-suite-intraepoch-nowrite,11,512,1,750000,1024,186900,11700000,,,,,,,,,,,0.583,0,49294.0,55508.0,,,,,,,,,,,29739.939,85247.932
42,carp-suite-intraepoch-nowrite,1,1024,1,750000,1024,201400,4000000,,,,,,,,,,,0.326,0,46198.0,63202.0,,,,,,,,,,,16298.065999999999,79499.90800000001
43,carp-suite-intraepoch-nowrite,1,128,6,1000000,2048,4099999,7300000,4099999.0,7300000.0,4099999.0,7300000.0,4099999.0,7300000.0,4099999.0,7300000.0,4099999.0,7300000.0,0.054,0,38707.0,38798.0,37004.0,37122.0,37504.0,37635.0,41950.0,42140.0,37564.0,37672.0,37477.0,37808.0,3540.036,234716.019
44,carp-suite-intraepoch-nowrite,1,256,3,1000000,512,6200000,10700000,6200000.0,10700000.0,6200000.0,10700000.0,,,,,,,0.067,0,32021.0,32165.999999999996,33332.0,33468.0,34188.0,34338.0,,,,,,,37991.700000000004,137963.638
45,carp-suite-intraepoch-nowrite,1,1024,1,750000,512,338800,5100000,,,,,,,,,,,0.099,0,20189.0,20376.0,,,,,,,,,,,3.876,20380.355000000003
46,carp-suite-intraepoch-nowrite,1,512,1,750000,2048,201500,11700000,,,,,,,,,,,0.585,0,72910.0,76422.0,,,,,,,,,,,21716.584000000003,98138.33
47,carp-suite-intraepoch-nowrite,11,256,3,1000000,2048,6000000,9000000,6000000.0,9000000.0,6000000.0,9000000.0,,,,,,,0.054,0,29097.0,29252.0,31135.0,31300.0,33516.0,35163.0,,,,,,,53175.117999999995,148889.21
48,carp-suite-intraepoch-nowrite,1,512,1,1000000,2048,318600,9000000,,,,,,,,,,,0.3,0,61598.0,62805.0,,,,,,,,,,,19083.478,81888.10399999999
49,carp-suite-intraepoch-nowrite,1,256,3,750000,512,5800000,14000000,4400000.0,11700000.0,4800000.0,9200000.0,,,,,,,0.055,0,31805.0,31929.0,34416.0,34542.0,31712.0,31825.0,,,,,,,2.118,98297.934
50,carp-suite-intraepoch-nowrite,1,128,6,750000,512,4000000,12400000,6000000.0,10900000.0,3700000.0,11000000.0,4099999.0,10600000.0,6200000.0,11800000.0,4099999.0,12900000.0,0.1,0,34813.0,34915.0,37802.0,37949.0,37552.0,37687.0,35751.0,35912.0,39207.0,39404.0,37695.0,37821.0,0.6809999999999999,223689.798
51,carp-suite-intraepoch-nowrite,11,128,6,1000000,2048,5700000,8000000,5700000.0,8000000.0,5700000.0,8000000.0,5700000.0,8000000.0,5700000.0,8000000.0,5700000.0,8000000.0,0.039,0,39246.0,39337.0,39679.0,39844.0,38202.0,38334.0,36599.0,36803.0,40695.0,40851.0,37708.0,37806.0,251.38100000000003,233226.625
52,carp-suite-intraepoch-nowrite,11,128,6,1000000,512,6300000,8300000,6300000.0,8300000.0,6300000.0,8300000.0,6300000.0,8300000.0,6300000.0,8300000.0,6300000.0,8300000.0,0.039,0,39327.0,39464.0,38279.0,38430.0,37435.0,37591.0,38221.0,38332.0,38775.0,38963.0,37130.0,37304.0,2006.6299999999999,232091.40600000002
53,carp-suite-intraepoch-nowrite,11,512,1,750000,2048,379400,12500000,,,,,,,,,,,0.52,0,56532.0,57625.0,,,,,,,,,,,30355.724,87980.391
54,carp-suite-intraepoch-nowrite,11,256,3,1000000,512,6200000,9200000,6200000.0,9200000.0,6200000.0,9200000.0,,,,,,,0.052,0,31084.0,31237.0,33300.0,33511.0,33517.0,33727.0,,,,,,,35454.951,133929.25199999998
55,carp-suite-intraepoch-nowrite,1,1024,1,1000000,2048,215700,4300000,,,,,,,,,,,0.375,0,39262.0,52394.0,,,,,,,,,,,23301.18,75695.656
56,carp-suite-intraepoch,1,128,6,750000,2048,6200000,8500000,4000000.0,10400000.0,3900000.0,13500000.0,6000000.0,11800000.0,6100000.0,11000000.0,5000000.0,11600000.0,0.08,0,41284.0,41379.0,39402.0,39554.0,39674.0,39863.0,43033.0,43259.0,40410.0,40571.0,39196.0,39450.0,312.762,244387.58899999998
57,carp-suite-intraepoch,11,256,3,750000,2048,5600000,13000000,6300000.0,10900000.0,6000000.0,11000000.0,,,,,,,0.076,0,41587.0,41761.0,38275.0,38413.0,65372.0,66794.0,,,,,,,17074.411,164042.938
58,carp-suite-intraepoch,1,256,3,1000000,2048,6100000,9100000,6100000.0,9100000.0,6100000.0,9100000.0,,,,,,,0.051,0,30220.0,30380.0,40875.0,41139.0,49822.0,61956.0,,,,,,,35254.880999999994,168730.106
59,carp-suite-intraepoch,1,256,3,750000,2048,6100000,12200000,5900000.0,10200000.0,6200000.0,12400000.0,,,,,,,0.072,0,32539.0,32677.0,32003.0,32223.0,52216.0,52541.0,,,,,,,64918.395000000004,182359.181
60,carp-suite-intraepoch,11,512,1,1000000,2048,238000,9800000,,,,,,,,,,,0.452,0,51561.0,58513.0,,,,,,,,,,,21361.511,79874.59300000001
61,carp-suite-intraepoch,11,1024,1,1000000,2048,210900,4200000,,,,,,,,,,,0.275,0,46055.0,67055.0,,,,,,,,,,,18367.536,85422.704
62,carp-suite-intraepoch,1,1024,1,750000,2048,1500000,4900000,,,,,,,,,,,0.044,0,59138.0,62626.0,,,,,,,,,,,22057.761,84684.253
63,carp-suite-intraepoch,11,128,6,750000,2048,6000000,9600000,3800000.0,13100000.0,6300000.0,11000000.0,4400000.0,13900000.0,6100000.0,9300000.0,6100000.0,9700000.0,0.059,0,42350.0,42451.0,41578.0,41762.0,42532.0,42768.0,40776.0,40953.0,45538.0,45761.0,45140.0,45288.0,520.042,259503.61800000002
64,carp-suite-intraepoch,1,128,6,1000000,2048,6200000,8800000,6200000.0,8800000.0,6200000.0,8800000.0,6200000.0,8800000.0,6200000.0,8800000.0,6200000.0,8800000.0,0.047,0,39951.0,40074.0,39282.0,39461.0,38689.0,38814.0,40148.0,40284.0,37987.0,38133.0,38548.0,38697.0,288.36699999999996,235751.037
65,carp-suite-intraepoch,1,512,1,750000,2048,4099999,9000000,,,,,,,,,,,0.031,0,54457.0,54636.0,,,,,,,,,,,19640.328,74276.50099999999
66,carp-suite-intraepoch,11,256,3,1000000,2048,6000000,8800000,6000000.0,8800000.0,6000000.0,8800000.0,,,,,,,0.048,0,32604.0,32792.0,33993.0,34176.0,42978.0,43138.0,,,,,,,53557.835,163664.37600000002
67,carp-suite-intraepoch,1,512,1,1000000,2048,214300,10000000,,,,,,,,,,,0.478,0,44647.0,47033.0,,,,,,,,,,,23526.048,70558.703
68,carp-suite-intraepoch,11,1024,1,750000,2048,1400000,4600000,,,,,,,,,,,0.07,0,54138.0,61334.0,,,,,,,,,,,14224.007,75558.332
69,carp-suite-intraepoch,11,128,6,1000000,2048,6200000,8500000,6200000.0,8500000.0,6200000.0,8500000.0,6200000.0,8500000.0,6200000.0,8500000.0,6200000.0,8500000.0,0.044,0,36817.0,36945.0,36676.0,36784.0,37367.0,37428.0,36764.0,36857.0,37812.0,37980.0,41841.0,42023.0,5059.533,233075.822
70,carp-suite-intraepoch,11,512,1,750000,2048,6200000,11600000,,,,,,,,,,,0.047,0,41794.0,42718.0,,,,,,,,,,,18072.163,60789.884
71,carp-suite-intraepoch,1,1024,1,1000000,2048,318300,3700000,,,,,,,,,,,0.21,0,51420.0,82893.0,,,,,,,,,,,11644.642,94537.303
72,carp-suite-intraepoch-skipsort,11,128,6,750000,1024,5300000,7600000,5300000.0,7600000.0,5300000.0,7600000.0,5300000.0,7600000.0,5300000.0,7600000.0,5300000.0,7600000.0,0.038,0,37850.0,37931.0,38065.0,38194.0,36892.0,37036.0,36933.0,37073.0,37322.0,37469.0,38807.0,38935.0,219.03300000000002,226856.467
73,carp-suite-intraepoch-skipsort,11,256,3,1000000,1024,6000000,8400000,6000000.0,8400000.0,6000000.0,8400000.0,,,,,,,0.046,0,32671.999999999996,32809.0,31226.0,31356.0,32500.0,32651.000000000004,,,,,,,37700.615,134515.962
74,carp-suite-intraepoch-skipsort,11,512,1,750000,512,2300000,9500000,,,,,,,,,,,0.05,0,40272.0,44243.0,,,,,,,,,,,21814.236,66056.743
75,carp-suite-intraepoch-skipsort,1,128,6,750000,2048,5800000,8100000,5800000.0,8100000.0,5800000.0,8100000.0,5800000.0,8100000.0,5800000.0,8100000.0,5800000.0,8100000.0,0.04,0,37320.0,37401.0,37048.0,37188.0,37601.0,37733.0,37644.0,37721.0,43375.0,43476.0,44252.0,44376.0,715.936,238610.674
76,carp-suite-intraepoch-skipsort,11,256,3,750000,2048,6200000,9700000,6200000.0,9700000.0,6200000.0,9700000.0,,,,,,,0.061,0,31700.0,31814.0,34140.0,34385.0,32627.000000000004,32797.0,,,,,,,25021.295,124016.685
77,carp-suite-intraepoch-skipsort,1,1024,1,1000000,512,222200,4300000,,,,,,,,,,,0.265,0,57593.0,77133.0,,,,,,,,,,,17184.513,94317.10699999999
78,carp-suite-intraepoch-skipsort,1,512,1,750000,1024,230100,10000000,,,,,,,,,,,0.463,0,49799.0,50030.0,,,,,,,,,,,12253.055,62283.359
79,carp-suite-intraepoch-skipsort,11,128,6,750000,512,6100000,11600000,6000000.0,10700000.0,4200000.0,13100000.0,4300000.0,12700000.0,4200000.0,13600000.0,5900000.0,9700000.0,0.073,0,40114.0,40242.0,46291.0,46450.0,40825.0,40929.0,45047.0,45159.0,42935.0,43051.0,40090.0,40204.0,9269.957,265304.342
80,carp-suite-intraepoch-skipsort,1,256,3,1000000,2048,3900000,10000000,3900000.0,10000000.0,3900000.0,10000000.0,,,,,,,0.11,0,31273.0,31444.0,31500.0,31748.0,32575.000000000004,32752.000000000004,,,,,,,29748.07,125692.008
81,carp-suite-intraepoch-skipsort,11,128,6,1000000,1024,4600000,7500000,4600000.0,7500000.0,4600000.0,7500000.0,4600000.0,7500000.0,4600000.0,7500000.0,4600000.0,7500000.0,0.049,0,36752.0,36879.0,37529.0,37699.0,36340.0,36431.0,40217.0,40389.0,38369.0,38452.0,37229.0,37459.0,2069.5,229378.16799999998
82,carp-suite-intraepoch-skipsort,1,128,6,1000000,512,4700000,7200000,4700000.0,7200000.0,4700000.0,7200000.0,4700000.0,7200000.0,4700000.0,7200000.0,4700000.0,7200000.0,0.036,0,38275.0,38457.0,36474.0,36619.0,37175.0,37345.0,37213.0,37358.0,37782.0,37874.0,35940.0,36104.0,216.85999999999999,223973.985
83,carp-suite-intraepoch-skipsort,1,512,1,1000000,1024,203400,11400000,,,,,,,,,,,0.545,0,67088.0,70961.0,,,,,,,,,,,13386.965,84347.516
84,carp-suite-intraepoch-skipsort,1,256,3,750000,2048,5600000,8700000,5600000.0,8700000.0,5600000.0,8700000.0,,,,,,,0.047,0,29766.0,29896.0,34364.0,34534.0,31641.0,31776.0,,,,,,,23485.147,119691.742
85,carp-suite-intraepoch-skipsort,11,512,1,1000000,1024,223100,10100000,,,,,,,,,,,0.479,0,61742.0,63628.0,,,,,,,,,,,41803.55,105431.504
86,carp-suite-intraepoch-skipsort,11,512,1,1000000,2048,200300,10700000,,,,,,,,,,,0.517,0,62473.0,64781.00000000001,,,,,,,,,,,12968.593,77749.73
87,carp-suite-intraepoch-skipsort,11,256,3,750000,1024,6200000,8800000,6200000.0,8800000.0,6200000.0,8800000.0,,,,,,,0.047,0,31917.0,32064.0,32557.000000000004,33700.0,33776.0,36474.0,,,,,,,34930.876,137169.03199999998
88,carp-suite-intraepoch-skipsort,1,1024,1,750000,2048,178000,4200000,,,,,,,,,,,0.335,0,39914.0,52609.0,,,,,,,,,,,21598.825999999997,74207.94499999999
89,carp-suite-intraepoch-skipsort,11,128,6,750000,2048,6200000,8199999,6200000.0,8199999.0,6200000.0,8199999.0,6200000.0,8199999.0,6200000.0,8199999.0,6200000.0,8199999.0,0.04,0,36656.0,36728.0,38393.0,38569.0,37048.0,37217.0,38432.0,38503.0,38294.0,38384.0,54227.0,54482.0,3613.369,247496.368
90,carp-suite-intraepoch-skipsort,11,512,1,1000000,512,226300,10500000,,,,,,,,,,,0.492,0,56788.0,67943.0,,,,,,,,,,,28516.058999999997,96459.52699999999
91,carp-suite-intraepoch-skipsort,1,512,1,750000,512,1500000,8300000,,,,,,,,,,,0.063,0,38136.0,43506.0,,,,,,,,,,,16525.001,60031.061
92,carp-suite-intraepoch-skipsort,1,128,6,1000000,1024,6200000,8300000,6200000.0,8300000.0,6200000.0,8300000.0,6200000.0,8300000.0,6200000.0,8300000.0,6200000.0,8300000.0,0.039,0,36514.0,36623.0,37908.0,38005.0,37303.0,37381.0,40140.0,40244.0,39855.0,39981.0,37759.0,37990.0,627.969,230853.50199999998
93,carp-suite-intraepoch-skipsort,1,256,3,750000,1024,6200000,11200000,6200000.0,11200000.0,6200000.0,11200000.0,,,,,,,0.078,0,31829.0,31997.0,33079.0,33204.0,35067.0,35223.0,,,,,,,29083.935,129508.231
94,carp-suite-intraepoch-skipsort,1,256,3,1000000,1024,5200000,9900000,5200000.0,9900000.0,5200000.0,9900000.0,,,,,,,0.106,0,28046.0,28223.0,33922.0,34079.0,34543.0,34758.0,,,,,,,31208.179,128268.22200000001
95,carp-suite-intraepoch-skipsort,1,1024,1,1000000,1024,203400,4000000,,,,,,,,,,,0.303,0,41652.0,53376.0,,,,,,,,,,,20920.8,74296.822
96,carp-suite-intraepoch-skipsort,1,512,1,1000000,512,156900,15100000,,,,,,,,,,,0.683,0,51536.0,54430.0,,,,,,,,,,,33909.672999999995,88340.053
97,carp-suite-intraepoch-skipsort,1,128,6,750000,1024,3800000,7300000,3800000.0,7300000.0,3800000.0,7300000.0,3800000.0,7300000.0,3800000.0,7300000.0,3800000.0,7300000.0,0.054,0,35628.0,35779.0,37023.0,37287.0,36417.0,36701.0,36442.0,36632.0,39636.0,39780.0,37522.0,37718.0,373.985,224271.14599999998
98,carp-suite-intraepoch-skipsort,11,256,3,750000,512,6200000,13600000,6100000.0,11900000.0,3400000.0,8800000.0,,,,,,,0.087,0,34013.0,34122.0,34816.0,34931.0,46771.0,47028.0,,,,,,,39191.449,155272.16100000002
99,carp-suite-intraepoch-skipsort,11,512,1,750000,1024,215000,10400000,,,,,,,,,,,0.504,0,66599.0,66807.0,,,,,,,,,,,29764.728000000003,96571.747
100,carp-suite-intraepoch-skipsort,1,1024,1,750000,1024,191000,4099999,,,,,,,,,,,0.346,0,44921.0,49651.0,,,,,,,,,,,33868.347,83519.293
101,carp-suite-intraepoch-skipsort,1,128,6,1000000,2048,5100000,7700000,5100000.0,7700000.0,5100000.0,7700000.0,5100000.0,7700000.0,5100000.0,7700000.0,5100000.0,7700000.0,0.038,0,36871.0,36978.0,36948.0,37093.0,39432.0,39575.0,39345.0,39560.0,38135.0,38256.0,37476.0,37711.0,4226.567,233400.104
102,carp-suite-intraepoch-skipsort,11,1024,1,750000,512,133600,5000000,,,,,,,,,,,0.061,0,57296.0,66326.0,,,,,,,,,,,6883.0419999999995,73209.333
103,carp-suite-intraepoch-skipsort,1,256,3,1000000,512,6200000,8900000,6200000.0,8900000.0,6200000.0,8900000.0,,,,,,,0.048,0,28609.0,28756.0,33670.0,33827.0,29670.0,29877.0,,,,,,,28263.745,120723.72300000001
104,carp-suite-intraepoch-skipsort,1,1024,1,750000,512,217800,6400000,,,,,,,,,,,0.06,0,44872.0,62738.0,,,,,,,,,,,13487.482,76225.897
105,carp-suite-intraepoch-skipsort,1,512,1,750000,2048,212800,10300000,,,,,,,,,,,0.501,0,64137.0,68384.0,,,,,,,,,,,22283.308,90666.994
106,carp-suite-intraepoch-skipsort,11,256,3,1000000,2048,6100000,9500000,6100000.0,9500000.0,6100000.0,9500000.0,,,,,,,0.058,0,31088.0,31208.0,35224.0,36339.0,38473.0,39585.0,,,,,,,30240.959,137373.258
107,carp-suite-intraepoch-skipsort,1,512,1,1000000,2048,176600,12500000,,,,,,,,,,,0.607,0,72606.0,74362.0,,,,,,,,,,,15265.207999999999,89627.22200000001
108,carp-suite-intraepoch-skipsort,1,256,3,750000,512,5500000,13400000,6000000.0,12600000.0,6000000.0,12100000.0,,,,,,,0.072,0,32897.0,33055.0,34552.0,34672.0,54566.0,54729.0,,,,,,,10962.415,133417.63700000002
109,carp-suite-intraepoch-skipsort,1,128,6,750000,512,4099999,10100000,4400000.0,10100000.0,4500000.0,12300000.0,4200000.0,8000000.0,4300000.0,10700000.0,4200000.0,8300000.0,0.069,0,36376.0,36497.0,36340.0,36435.0,38591.0,38739.0,38561.0,38719.0,39256.0,39410.0,40011.0,40201.0,321.803,230323.13199999998
