,runtype,nranks,epcnt,intvl,pvtcnt,run,total_io_time,load_std
50,carp-suite-interepoch,128,6,1,2048,11,231,0.04
54,carp-suite-interepoch,128,6,3,2048,11,227,0.05
55,carp-suite-interepoch,256,3,1,2048,11,131,0.048
53,carp-suite-interepoch,256,3,3,2048,11,131,0.056
51,carp-suite-interepoch,512,1,1,2048,11,79,0.29
49,carp-suite-interepoch,512,1,3,2048,11,86,0.577
52,carp-suite-interepoch,1024,1,1,2048,11,75,0.211
48,carp-suite-interepoch,1024,1,3,2048,11,80,0.325
58,carp-suite-interepoch-nowrite,128,6,1,2048,11,219,0.04
62,carp-suite-interepoch-nowrite,128,6,3,2048,11,225,0.045
63,carp-suite-interepoch-nowrite,256,3,1,2048,11,87,0.053
61,carp-suite-interepoch-nowrite,256,3,3,2048,11,127,0.055
59,carp-suite-interepoch-nowrite,512,1,1,2048,11,33,0.541
57,carp-suite-interepoch-nowrite,512,1,3,2048,11,79,0.513
60,carp-suite-interepoch-nowrite,1024,1,1,2048,11,18,0.328
56,carp-suite-interepoch-nowrite,1024,1,3,2048,11,80,0.341
16,carp-suite-intraepoch-nowrite,128,6,750000,512,11,235,0.115
8,carp-suite-intraepoch-nowrite,128,6,750000,1024,11,234,0.048
22,carp-suite-intraepoch-nowrite,128,6,750000,2048,11,225,0.052
12,carp-suite-intraepoch-nowrite,128,6,1000000,512,11,223,0.038
0,carp-suite-intraepoch-nowrite,128,6,1000000,1024,11,223,0.066
2,carp-suite-intraepoch-nowrite,128,6,1000000,2048,11,224,0.056
21,carp-suite-intraepoch-nowrite,256,3,750000,512,11,106,0.071
13,carp-suite-intraepoch-nowrite,256,3,750000,1024,11,129,0.06
9,carp-suite-intraepoch-nowrite,256,3,750000,2048,11,110,0.057
6,carp-suite-intraepoch-nowrite,256,3,1000000,512,11,130,0.053
7,carp-suite-intraepoch-nowrite,256,3,1000000,1024,11,155,0.046
10,carp-suite-intraepoch-nowrite,256,3,1000000,2048,11,112,0.05
15,carp-suite-intraepoch-nowrite,512,1,750000,512,11,32,0.059
17,carp-suite-intraepoch-nowrite,512,1,750000,1024,11,90,0.295
5,carp-suite-intraepoch-nowrite,512,1,750000,2048,11,91,0.558
23,carp-suite-intraepoch-nowrite,512,1,1000000,512,11,94,0.463
18,carp-suite-intraepoch-nowrite,512,1,1000000,1024,11,92,0.577
11,carp-suite-intraepoch-nowrite,512,1,1000000,2048,11,89,0.467
4,carp-suite-intraepoch-nowrite,1024,1,750000,512,11,22,0.082
3,carp-suite-intraepoch-nowrite,1024,1,750000,1024,11,80,0.216
19,carp-suite-intraepoch-nowrite,1024,1,750000,2048,11,81,0.327
1,carp-suite-intraepoch-nowrite,1024,1,1000000,512,11,71,0.259
14,carp-suite-intraepoch-nowrite,1024,1,1000000,1024,11,79,0.304
20,carp-suite-intraepoch-nowrite,1024,1,1000000,2048,11,72,0.327
40,carp-suite-intraepoch-skipsort,128,6,750000,512,11,243,0.056
32,carp-suite-intraepoch-skipsort,128,6,750000,1024,11,223,0.042
46,carp-suite-intraepoch-skipsort,128,6,750000,2048,11,232,0.041
36,carp-suite-intraepoch-skipsort,128,6,1000000,512,11,222,0.044
24,carp-suite-intraepoch-skipsort,128,6,1000000,1024,11,225,0.043
26,carp-suite-intraepoch-skipsort,128,6,1000000,2048,11,240,0.045
45,carp-suite-intraepoch-skipsort,256,3,750000,512,11,155,0.095
37,carp-suite-intraepoch-skipsort,256,3,750000,1024,11,145,0.066
33,carp-suite-intraepoch-skipsort,256,3,750000,2048,11,121,0.043
30,carp-suite-intraepoch-skipsort,256,3,1000000,512,11,149,0.066
31,carp-suite-intraepoch-skipsort,256,3,1000000,1024,11,145,0.074
34,carp-suite-intraepoch-skipsort,256,3,1000000,2048,11,158,0.045
39,carp-suite-intraepoch-skipsort,512,1,750000,512,11,101,0.05
41,carp-suite-intraepoch-skipsort,512,1,750000,1024,11,72,0.554
29,carp-suite-intraepoch-skipsort,512,1,750000,2048,11,108,0.343
47,carp-suite-intraepoch-skipsort,512,1,1000000,512,11,67,0.317
42,carp-suite-intraepoch-skipsort,512,1,1000000,1024,11,86,0.571
35,carp-suite-intraepoch-skipsort,512,1,1000000,2048,11,67,0.527
28,carp-suite-intraepoch-skipsort,1024,1,750000,512,11,89,0.098
27,carp-suite-intraepoch-skipsort,1024,1,750000,1024,11,90,0.3
43,carp-suite-intraepoch-skipsort,1024,1,750000,2048,11,64,0.226
25,carp-suite-intraepoch-skipsort,1024,1,1000000,512,11,55,0.228
38,carp-suite-intraepoch-skipsort,1024,1,1000000,1024,11,67,0.299
44,carp-suite-intraepoch-skipsort,1024,1,1000000,2048,11,68,0.267
