Epoch,Point,MatchMass,TotalMass
0,-0.0002,167863,3572718511
0,1.14849,6967959,3572718511
0,2.29718,8111292,3572718511
0,3.4458699999999998,6199681,3572718511
0,4.5945599999999995,5822256,3572718511
0,5.74325,5158158,3572718511
0,6.891939999999999,530469,3572718511
0,8.04063,278274,3572718511
0,9.18932,19487,3572718511
0,10.33801,19487,3572718511
