,runtype,run,nranks,epcnt,intvl,pvtcnt,epoch1_wr_min,epoch1_wr_max,epoch2_wr_min,epoch2_wr_max,epoch3_wr_min,epoch3_wr_max,load_std,wr_dropped,epoch1_tmin,epoch1_tmax,epoch2_tmin,epoch2_tmax,epoch3_tmin,epoch3_tmax,max_fin_dura,total_io_time,epoch4_wr_min,epoch4_wr_max,epoch5_wr_min,epoch5_wr_max,epoch6_wr_min,epoch6_wr_max,epoch4_tmin,epoch4_tmax,epoch5_tmin,epoch5_tmax,epoch6_tmin,epoch6_tmax,epoch7_wr_min,epoch7_wr_max,epoch8_wr_min,epoch8_wr_max,epoch9_wr_min,epoch9_wr_max,epoch10_wr_min,epoch10_wr_max,epoch11_wr_min,epoch11_wr_max,epoch12_wr_min,epoch12_wr_max,epoch7_tmin,epoch7_tmax,epoch8_tmin,epoch8_tmax,epoch9_tmin,epoch9_tmax,epoch10_tmin,epoch10_tmax,epoch11_tmin,epoch11_tmax,epoch12_tmin,epoch12_tmax
50,carp-suite-intraepoch-skipsort,1,32,12,750000,2048,6300000,7900000,6200000.0,8000000.0,6300000.0,8000000.0,0.065,0,77715.0,77740.0,79091.0,79150.0,79611.0,79704.0,110.161,966059.495,6200000.0,8000000.0,6300000.0,7900000.0,6300000.0,8199999.0,81547.0,81576.0,80591.0,80634.0,80767.0,80825.0,6300000.0,8000000.0,6300000.0,7700000.0,6200000.0,8100000.0,6000000.0,8000000.0,6200000.0,7800000.0,6300000.0,8300000.0,82104.0,82163.0,81153.0,81221.0,81958.0,82011.0,79724.0,79755.0,79096.0,79202.0,81877.0,81968.0
51,carp-suite-intraepoch-skipsort,1,128,6,750000,2048,4200000,11500000,6000000.0,10800000.0,4099999.0,10800000.0,0.084,0,38051.0,38169.0,38702.0,38841.0,38467.0,38569.0,289.12399999999997,235506.095,4400000.0,11100000.0,5800000.0,9500000.0,5100000.0,11900000.0,38124.0,38274.0,38334.0,38492.0,42718.0,42873.0,,,,,,,,,,,,,,,,,,,,,,,,
52,carp-suite-intraepoch-skipsort,2,64,12,750000,2048,6200000,8199999,4300000.0,9400000.0,5600000.0,8700000.0,0.085,0,51392.0,51477.0,54176.0,54280.0,54174.0,54311.0,169.84199999999998,636401.378,4500000.0,10200000.0,4800000.0,9500000.0,4800000.0,9900000.0,52580.0,52652.0,51974.0,52050.0,54723.0,54832.0,4300000.0,9600000.0,4500000.0,12800000.0,5900000.0,8400000.0,5100000.0,9400000.0,4800000.0,9900000.0,4400000.0,10200000.0,54678.0,54736.0,52532.0,52605.0,52231.0,52295.0,52536.0,52706.0,52266.0,52409.0,51776.0,51878.0
53,carp-suite-intraepoch-skipsort,1,256,3,750000,2048,6100000,11300000,6100000.0,10500000.0,6000000.0,10800000.0,0.07,0,32665.0,32869.0,33118.0,33258.0,33888.0,34103.0,8968.168,109198.00200000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,carp-suite-intraepoch-skipsort,2,16,12,750000,2048,5000000,8700000,5900000.0,8000000.0,5700000.0,8300000.0,0.057,0,15299.0,15317.0,18226.0,18251.0,17983.0,18006.0,87.179,215730.53,5400000.0,8600000.0,5400000.0,8300000.0,6100000.0,7800000.0,17835.0,17855.0,18400.0,18414.0,18032.0,18060.0,6300000.0,7700000.0,5100000.0,8600000.0,6300000.0,7400000.0,5700000.0,8199999.0,4800000.0,9300000.0,6100000.0,7900000.0,17778.0,17804.0,18445.0,18451.0,18121.0,18141.0,17573.0,17599.0,19050.0,19067.0,18644.0,18676.0
55,carp-suite-intraepoch-skipsort,1,64,12,750000,2048,5000000,8400000,6000000.0,8800000.0,4800000.0,11800000.0,0.085,0,53845.0,53923.0,54751.0,54891.0,57301.0,57504.0,171.72299999999998,651064.528,6000000.0,7900000.0,6200000.0,10100000.0,4900000.0,9500000.0,53099.0,53248.0,54972.0,55055.0,52770.0,52857.0,5900000.0,10800000.0,4300000.0,9900000.0,4300000.0,10100000.0,6200000.0,9800000.0,4500000.0,9000000.0,5400000.0,10400000.0,56020.0,56186.0,55154.0,55332.0,52198.0,52463.0,53097.0,53258.0,53966.0,54084.0,51900.0,52092.0
56,carp-suite-intraepoch-skipsort,2,64,12,1000000,2048,4700000,8400000,4700000.0,8400000.0,4700000.0,8400000.0,0.11,0,,,,,,,197.654,646279.265,4700000.0,8400000.0,4700000.0,8400000.0,,,,,,,,,,,,,,,,,,,,,,,,,53300.0,53365.0,55966.0,56041.0,55331.0,55379.0,54679.0,54768.0
57,carp-suite-intraepoch-skipsort,2,512,1,1000000,2048,205300,10600000,,,,,0.517,0,45322.0,49544.0,,,,,6901.5599999999995,56445.515999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,carp-suite-intraepoch-skipsort,2,32,12,750000,2048,6200000,8000000,6200000.0,7700000.0,6300000.0,7800000.0,0.063,0,79703.0,79727.0,87857.0,87887.0,85292.0,85313.0,80.871,1001832.717,6300000.0,8000000.0,6300000.0,8100000.0,6300000.0,8100000.0,84244.0,84270.0,83542.0,83591.0,83639.0,83700.0,6200000.0,8000000.0,6200000.0,8100000.0,6300000.0,8300000.0,6200000.0,8300000.0,6300000.0,7900000.0,6000000.0,8400000.0,84112.0,84151.0,83302.0,83375.0,83233.0,83271.0,81478.0,81507.0,82520.0,82538.0,82351.0,82424.0
59,carp-suite-intraepoch-skipsort,2,128,6,750000,2048,5300000,9100000,3800000.0,13000000.0,6200000.0,10100000.0,0.087,0,36593.0,36722.0,40962.0,41118.0,40130.0,40250.0,380.851,240676.894,4800000.0,11800000.0,4099999.0,10800000.0,6200000.0,11000000.0,42276.0,42461.0,38032.0,38219.0,41352.0,41527.0,,,,,,,,,,,,,,,,,,,,,,,,
60,carp-suite-intraepoch-skipsort,1,16,12,750000,2048,5300000,8500000,5100000.0,8600000.0,5500000.0,7800000.0,0.09,0,15439.0,15457.0,18775.0,18805.0,18628.0,18646.0,78.226,215648.051,5200000.0,8600000.0,5600000.0,8199999.0,5100000.0,8700000.0,17985.0,18007.0,17413.0,17448.0,18159.0,18191.0,5500000.0,8600000.0,5400000.0,8600000.0,5400000.0,8600000.0,5800000.0,8600000.0,5100000.0,8700000.0,5300000.0,8500000.0,18470.0,18509.0,18022.0,18031.0,17827.0,17853.0,18275.0,18296.0,18345.0,18364.0,17932.0,17963.0
61,carp-suite-intraepoch-skipsort,1,512,1,750000,2048,4700000,8500000,,,,,0.05,0,46211.0,46340.0,,,,,13091.258,59431.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,carp-suite-intraepoch-skipsort,2,256,3,1000000,2048,5100000,8199999,5100000.0,8199999.0,5100000.0,8199999.0,0.049,0,30157.0,30317.0,32342.0,32519.0,29296.0,29485.0,54388.185,146708.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,carp-suite-intraepoch-skipsort,2,512,1,750000,2048,3100000,9400000,,,,,0.052,0,36588.0,42212.0,,,,,11423.373,53635.551999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
